,id,score,query,title,content,model_name,distance,is_found
19240,17134,1.366755341715431e-12,ПАРАЛИТИК,ПОЛЕМИЧЕСКИЙ,"То же, что полемичный. Я задор. ",intfloat/multilingual-e5-large,l2,False
11819,12138,1.2085434649561355e-12,МЕЛКОСИДЯЩИЙ,МАЛОЕЗЖИЙ,"О дороге: такой, по к-рому редко, мало ездят. Малоезжая дорога. ",intfloat/multilingual-e5-large,l2,False
18851,18961,0.0,ПОДТАШНИВАТЬ,ПОДПУСТИТЬ,"Дать приблизиться, подойти. П. зверя на расстояние выстрела. 2. что и чего. Добавить жидкости во что-н. (разг.). П. белил в краску. 3. что. Сказать, воспользовавшись удобным моментом (разг). П. колкость, шутку, намек. II несов. подпускать, -аю, -аешь. II сущ. подпуск, -а, м. (к 1 и 2 знач.). II прил. подпускной, -ая, -ое (к 1 знач.) и подпускальный, -ая, -ое (ко 2 знач.). Подпускальная кисть (у позолотчиков; спец.). ",intfloat/multilingual-e5-large,l2,False
30316,17176,7.066050218898501e-13,ПАРОВИК,ЧИСТОВИК,"Чистовой экземпляр чего-н., беловик. Переписать с черновика на ч. ",intfloat/multilingual-e5-large,l2,False
5403,23423,4.842301689830797e-13,РЕЗОЛЮЦИЯ,ДЕКЛАРАЦИЯ,"Официальное или торжественное программное заявление (книжн.). Выступить с декларацией на конференции. Правительственная д. Всеобщая д. прав человека. Д. о принципах международного права. 3. Название нек-рых официальных документов с сообщением каких-н. требуемых сведений (спец.). Таможенная д. II прил. декларационный, -ая, -ое (ко 2 знач.). ",intfloat/multilingual-e5-large,l2,False
13663,19762,1.0089110536598556e-12,ПОСАДНИК,НАСЛЕДНИК,"Лицо, к-рое получает наследство, наследует кому-н. 2. перен. Продолжатель чьей-н. деятельности, преемник. II ж. наследница, -ы. ",intfloat/multilingual-e5-large,l2,False
13349,13349,1.5643014227711971e-12,НАКРЫТЬ,НАКРЫТЬ,"Закрыть чем-н. сверху. Н. тюки брезентом. 2. перен. Поразить огнем, бомбовым ударом. Н. цель артиллерийским огнем. Блиндаж накрыло (безл.) снарядом. 3. кого (что). Поймать, захватить на месте преступления (прост.). Н. грабителя на месте преступления. Н. воровскую шайку. . * Накрыть на стол или накрыть стал приготовить стол, поставив на него все необходимое для еды. II несов. накрывать, -аю, -аешь. II сущ. накрытие, -я, ср. (ко 2 знач.; спец.). Я цели. ",intfloat/multilingual-e5-large,l2,True
21491,21858,2.8852558363323677e-12,ПРОШИВКА,ПРОПИТАТЬ,"Смочить чем-н. насквозь или насытить чем-н. (напр., запахом, составом для предохранения от чего-н.). П. маслом. II кесое. пропитывать, -аю, -аешь. II сущ. пропитывание, -я, ср. и пропитка, -и, ж. П. древесины. II прил. пропиточный, -ая, -ое (спец.). П. состав. ПРОПИТАТЬ2, -аю, -аешь; сов., кого (что) (устар.). То же, что прокормить. П. семью. II сущ. пропитание, -я, ср. ",intfloat/multilingual-e5-large,l2,False
25171,25171,4.369945160939692e-13,СКОРОПАЛИТЕЛЬНЫЙ,СКОРОПАЛИТЕЛЬНЫЙ,"Слишком поспешный. Скоропалительное решение. II сущ. скоропалительность, -и, ж. ",intfloat/multilingual-e5-large,l2,True
6895,6880,6.093276924690194e-13,ЗАВИВКА,ЗАВИТОК,"Что-н. образующее волнистую линию, спираль. 3. волос. Завитки в орнаменте. ",intfloat/multilingual-e5-large,l2,False
28935,29015,0.0,УЧИТЕЛЬСКАЯ,УТОМИТЕЛЬНЫЙ,"Вызывающий утомление. У. переход. У. разговор. II сущ. утомительность, -и, ас. ",intfloat/multilingual-e5-large,l2,False
13982,13982,3.057554480868224e-13,НЕВМЕШАТЕЛЬСТВО,НЕВМЕШАТЕЛЬСТВО,Отказ от вмешательства во что-н. Принцип невмешательства (в международном праве: недопущение какого-н. вмешательства государств и международных организаций во внутренние дела других государств и народов). ,intfloat/multilingual-e5-large,l2,True
22222,22222,1.3993898271072447e-12,РАВНОВЕСИЕ,РАВНОВЕСИЕ,"Состояние покоя, в к-ром находится какое-н. тело, система под воздействием равных, противоположно направленных сил. Устойчивое, неустойчивое р. 2. перен. Устойчивое соотношение между чем-н. Экологическое р. Военное?. (равенство противостоящих военных сил). 3. перен. Состояние спокойствия, уравновешенности в настроении, в ка-ких-н. отношениях. Душевное р. Вывести кого-н. из равновесия. II прил. равновесный, -ая, -ое (к 1 знач.; спец.). ",intfloat/multilingual-e5-large,l2,True
21343,21343,7.457902568078212e-13,ПРОКЛЕВАТЬ,ПРОКЛЕВАТЬ,"Пробить ударами клюва. II несов. проклевывать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,True
16742,16244,6.287392481651999e-13,ОСТОЛОП,ОТСТУП,"Свободное пространство, оставляемое перед началом строки написанного или напечатанного текста. О. в начале абзаца. Писать с отступом. ",intfloat/multilingual-e5-large,l2,False
25257,27802,2.558887129966436e-12,ТРАТИТЬСЯ,СКУЧАТЬ,"Испытывать скуку. С. от безделья. Работы много, с. некогда. 2. о ком-чем, по кому-чему и (устар. и прост.) по ком-чем. Томиться из-за отсутствия кого-чего-н. С. о матери (по матери). С. по детям. С. о доме (по дому). ",intfloat/multilingual-e5-large,l2,False
3188,18297,1.9421246295198147e-12,ПЛУТАТЬ,ВОПЛОТИТЬСЯ,"Получить реальное выражение, осуществиться. * Воплотиться в жизнь (книжн.) осуществиться, реализоваться. Мечта воплотилась в жизнь. II несов. воплощаться, -аюсь, -аешься. II сущ. воплощение, -я, ср. ",intfloat/multilingual-e5-large,l2,False
8084,8084,8.728867238391724e-13,ЗНАЙ,ЗНАЙ,"Относится к глаголу-сказуемому, выражая значение про-должающегося и независимого действия, безразличного к чему-н. другому. * Знай себе - то же, что знай. Его зовут, а он знай себе шагает вперед. ",intfloat/multilingual-e5-large,l2,True
31193,9805,5.297023128285339e-13,КОБАЛЬТ,ЭПОЛЕТЫ,"В царской и нек-рых иностранных армиях: наплечные знаки различия офицеров, генералов, адмиралов - род блестящих парадных погонов, заканчивающихся расшитым (часто с бахромой) кругом. В прил. эполетиый, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
3137,27581,7.860236983861513e-13,ТОЛОЧЬ,ВОЛОЧЬ,"То же, что волочить (в 1знач.). ВОЛОЧЬСЯ, -окусь, -очешься, -окутся; -окся, -оклась; -окшийся; несов. (прост.). То же, что волочиться (в 1 знач.). ",intfloat/multilingual-e5-large,l2,False
22537,22307,8.941497715853064e-13,РАЗБОЙНЫЙ,РАЗЛОМИТЬ,"Переломить, разделить на части. Р. кусок хлеба. 2. (1 и 2 л. не употр.), обычно безл., кого-что. О состоянии сильной ломоты, боли (прост.). Спину, поясни-гу/ разломило (безл.). II несов. разламывать, -аю, -аешь. II сущ. разлом, -а, м. (к 1 знач.). II прил. разлбмный, -ая, -ое (к 1 знач.; спец.). ",intfloat/multilingual-e5-large,l2,False
23870,23797,4.60390352143708e-13,РОТОР,РУЛОН,"Трубка гибкого материала, свернутого для хранения. Бумага, клеенка, линолеум врулонах. Р. обоев. II прил. рулонный, -ая,-ое. ",intfloat/multilingual-e5-large,l2,False
5351,5537,9.429133905961007e-13,ДЕСЯТЕРИК,ДЕВЯТИЭТАЖКА,Девятиэтажный дом. ,intfloat/multilingual-e5-large,l2,False
21628,21333,7.302563501815351e-13,ПРОКАТЧИК,ПРОСТИТУИРОВАТЬ,"Заниматься проституцией. 2. что. Сделать (делать) продажным и беспринципным. П. прессу. П. верную идею. II сущ проституй-рование,-я, ср. ",intfloat/multilingual-e5-large,l2,False
22229,19314,0.0,ПОЛНОКРОВНЫЙ,РАВНОПРАВНЫЙ,"Обладающий одинаковыми с кем-н. правами. Р. гражданин. Р. член семьи. II сущ. равноправность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
7250,7594,5.854246124328832e-13,ЗАРОДЫШ,ЗАЛАДИТЬ,"Начать говорить, повторяя одно и то же. Заладил свое. ",intfloat/multilingual-e5-large,l2,False
1146,8054,1.0039946304885028e-12,ЗЛОПОЛУЧНЫЙ,БЕЗРАССУДНЫЙ,"Неблагоразумный, не сдерживаемый доводами рассудка. Б. поступок. II сущ. безрассудность, -и, ж. и безрассудство, -а, ср. ",intfloat/multilingual-e5-large,l2,False
27484,27484,8.908511948957365e-13,ТИГРИЦА,ТИГРИЦА,"Самка тигра. ТИГРОВЫЙ, -ая? -ое. 1. см. тигр. 2. О расцветке: похожий на шкуру тигра - желтый с темными полосами, разводами. Тигровое одеяло. Т. уж (с такой расцветкой кожи). * Тигровый глаз (спец.) блестящий поделочный камень золотисто-коричневого цвета. ",intfloat/multilingual-e5-large,l2,True
29244,29180,3.6968979310117445e-13,ФИГНЯ,ФИНТ,"Хитрая уловка (прост.). 2. В спорте: обманное движение, ложный выпад. ",intfloat/multilingual-e5-large,l2,False
25240,25240,5.444133642160121e-13,СКУЛА,СКУЛА,"Парная лицевая кость под глазницей, а также соответствующее место на лице под глазом. Широкие, выпуклые скулы. II прил. скуловой, -ая, -бе (спец.). ",intfloat/multilingual-e5-large,l2,True
21628,24635,4.48174049955119e-12,СЕКСОЛОГ,ПРОСТИТУИРОВАТЬ,"Заниматься проституцией. 2. что. Сделать (делать) продажным и беспринципным. П. прессу. П. верную идею. II сущ проституй-рование,-я, ср. ",intfloat/multilingual-e5-large,l2,False
29626,29613,7.901417150776857e-13,ХЛИПАТЬ,ХЛОПОК,Отрывистый хлопающий звук. Хлопки выстрелов. 2. Удар в ладоши. Одобрительные хлопки. ,intfloat/multilingual-e5-large,l2,False
7327,21423,1.0932735836424734e-12,ПРОМОЛЧАТЬ,ЗАМОЛЧАТЬ,"Перестать говорить, петь, кричать, издавать какие-н. звуки. Долго кричал и звал, потам замолчал. Неприятельская батарея замолчала. Писал письма, а теперь что-то замолчал (перен: перестал писать). ",intfloat/multilingual-e5-large,l2,False
7090,7117,3.9502250212195e-13,ЗАИКА,ЗАЖИМ,Приспособление для зажимания чего-н. ,intfloat/multilingual-e5-large,l2,False
2406,8251,5.63079205657957e-13,ИДОЛОПОКЛОННИЧЕСТВО,ВЕРОИСПОВЕДАНИЕ,"Религия (во 2 знач.), религиозная система, а также официальная принадлежность к одной из ее разновидностей. Католическое в. II прил. вероисповедный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
21883,20161,1.086026234220494e-12,ПРАСОЛ,ПРУССЫ,"Балтийские племена, до 13 в. жившие на южном побережье Балтийского моря; люди, принадлежавшие к этим племенам. П прил прусский, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
2128,2128,0.0,ВАЖНЕЦКИЙ,ВАЖНЕЦКИЙ,"То же, что важный (в 4 знач.). Щи важнецкие! ",intfloat/multilingual-e5-large,l2,True
14608,14608,4.861416716232803e-13,НИВА,НИВА,"Засеянное поле. Желтеют нивы. Ни ниве просвещения (перен.: в области просвещения, народного образования; высок.). ",intfloat/multilingual-e5-large,l2,True
5407,10493,0.0,КОСТЮМЕРНЫЙ,ДЕКОРАТИВНЫЙ,"Служащий для украшения. Декоративные растения. Декоративные птицы. 2. Живописный, красочно-нарядный. Д пейзаж. II сущ. декоративность, -и, ж. (ко 2 знач.). ",intfloat/multilingual-e5-large,l2,False
18427,19347,4.891864907943799e-13,ПОЛОМКА,ПОВОЛОКА,"Легкая пелена, дымка (в 1 знач.). Туманная п. Глаза с поволокой (о затуманенном или томном взгляде). ",intfloat/multilingual-e5-large,l2,False
18244,18244,1.167368935892088e-12,ПЛЕШИВЫЙ,ПЛЕШИВЫЙ,"С плешью, облысевший. Плешивая голова. II сущ. плешивость, -и, ж. ",intfloat/multilingual-e5-large,l2,True
16576,16559,7.119051442100455e-13,ОТМЫЧКА,ОТОГНАТЬ,"Прогоняя, отстранить, удалить. О. собак. О. тяжелые мысли (перен.). 2. Гоня, направить куда-н. О. отары на дальние пастбища. II несов. отгонять, -яю, -яешь. II сущ отгонка, -и, ж. (ко 2 знач.) и отгон, -а, м. (ко 2 знач.). ОТОГНАТЬ2, отгоню, отгонишь; -ал, -ала, -ало; отогнанный; сов., что (caw.). Добыть перегонкой. II несов. отгонять, -яю, -яешь. II сущ. отгонка, -и, ж. ",intfloat/multilingual-e5-large,l2,False
1681,1728,1.24865103066224e-12,БОРОДА,БОЛОТИНА,Болотистое место. ,intfloat/multilingual-e5-large,l2,False
23377,24649,1.8598863768537477e-12,СЕКУЩАЯ,РЕГУЛЯРНЫЙ,"Осу-;ществляемый равномерно и правильно,) через определенные промежутки времени. Р. осмотр. Регулярная доставка газет. 1 полн. ф. Имеющий правильную и постоян-ную организацию. Регулярные войска (войска постоянной армии, имеющие штатную организацию). II сущ регулярность, -и, ж. (к 1 знач). ",intfloat/multilingual-e5-large,l2,False
7090,7090,3.708379523598149e-12,ЗАЖИМ,ЗАЖИМ,Приспособление для зажимания чего-н. ,intfloat/multilingual-e5-large,l2,True
4968,4854,1.1513160216858331e-12,ГРАВИЙ,ГРОБОВОЙ,Глухой и мрачный. Гробовая тишина. Гробовое молчание. Г. голос. ,intfloat/multilingual-e5-large,l2,False
13831,13328,1.3945753189401056e-12,НАКОЛБАСИТЬ,НАХВАТАТЬ,"Хватая, получая, набрать чего-н. Волк нахватал добычи. Н. двоек (получить много плохих отметок). Н. знаний (перен.: приобрести случайно, усвоить поверхностно). II несов. нахватывать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
2935,4533,7.617018452608926e-13,ГЛУБОКОВОДНЫЙ,ВОДОЗАЩИТНЫЙ,Предохраняющий от проникновения воды. В. состав. Водозащитная ткань (пропитанная таким составом). Водозащитная зона. ,intfloat/multilingual-e5-large,l2,False
23002,23231,7.359007609016033e-13,РАСЧУВСТВОВАТЬСЯ,РАСПРОСТИТЬСЯ,Попрощаться (обычно расставаясь надолго или навсегда). Р. со старыми друзьями. С заветной мечтой пришлось р. (перен.). ,intfloat/multilingual-e5-large,l2,False
5148,5148,8.854332197993919e-13,ДАЛЬ,ДАЛЬ,"Далекое место (разг.). Не поеду в такую д. Этакая д. (очень далеко). 2. Далекое пространство, видимое глазом. Голубая д. Родные дали. * Такую даль (идти, ехать, тащиться) (разг. неодобр.) - так далеко. ",intfloat/multilingual-e5-large,l2,True
16520,8722,3.4232122345101423e-13,ИНТЕЛЛИГЕНТНЫЙ,ОТЛИЧИТЕЛЬНЫЙ,"Служащий признаком чего-н., отличающий одно от другого. Отличительная особенность. Отличительная черта. ",intfloat/multilingual-e5-large,l2,False
22416,1707,1.1481557891934724e-12,БОМБАРДИРОВЩИК,РАЗГОВОРЧИК,"Праздный, пустой или вредный разговор. Прекратить разговор-чики! Это еще что за разговорчики? Разговорчики! (резкое требование замолчать).. ",intfloat/multilingual-e5-large,l2,False
30870,17955,1.0027718672783736e-12,ПЕЧЕНЬ,ЩЕБЕНЬ,"Измельченный камень для строительных работ. Строительный щ. 2. Острые обломки горных пород. Щ. наднерекл и прил. щебнеяый, oая, -ое и щебневоб, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
30119,5435,0.0,ДЕЛЬФИНЕНОК,ЧЕЛНОК,"То же, что челн. 2. В ткацком станке, швейной машине: овальная, продолговатая или иной формы колодка с накрученной или укрепленной внутри нитью. 3. Перекупщик, регулярно покупающий товары в одном месте и перевозящий их в другое место для продажи (прост.). I) прил. челночный, -ая, -ое (к 1 и 2 знач.). ",intfloat/multilingual-e5-large,l2,False
30793,23147,5.543027517020127e-13,РАСТОПКА,ШТОПКА,"Нитки, к-рыми штопают. Моток штопки. 3. Заштопанное место (разг.). Чулки со штопкой. ",intfloat/multilingual-e5-large,l2,False
21993,21993,7.034978610938325e-13,ПУЛЯРКА,ПУЛЯРКА,"Молодая курица, откормленная для стола. ",intfloat/multilingual-e5-large,l2,True
1172,2883,4.688797093643782e-13,ВНЕОЧЕРЕДНОЙ,БЕЗЪЯДЕРНЫЙ,Свободный от ядерного оружия. Безъядерная зона. ,intfloat/multilingual-e5-large,l2,False
14813,28921,6.217885906677212e-13,УТРЕНЯ,НЫНЕШНИЙ,"Относящийся к сегодняшнему дню, а также к этому, настоящему году. Н. удой. Н. урожай. Нынешнее лето. 2. Современный, теперешний. Нынешняя молодежь. ",intfloat/multilingual-e5-large,l2,False
22501,15752,0.0,ОКОЧУРИТЬСЯ,РАЗЗАДОРИТЬСЯ,"Прийти в состояние задора. |1 несов. раззадориваться, oаюсь, -аешься. ",intfloat/multilingual-e5-large,l2,False
18950,16139,6.612577239245576e-13,ОСЕДЛЫЙ,ПОДСУДИМЫЙ,"Человек, к-рый обвиняется в чем-н и находится под судом.П. осужден, оправдан. II ж. подсудимая, -ой. ",intfloat/multilingual-e5-large,l2,False
3145,9898,6.398048865881301e-13,КОЛЕСИТЬ,ВОЛЫНИТЬ,"Заниматься волынкой2 (в 1 знач.), канителиться. ",intfloat/multilingual-e5-large,l2,False
21343,21247,6.547729481005959e-13,ПРОЕХАТЬ,ПРОКЛЕВАТЬ,"Пробить ударами клюва. II несов. проклевывать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
29084,29084,7.555482932006252e-13,ФАЛЬЦЕВАТЬ,ФАЛЬЦЕВАТЬ,"Сгибать (печатный лист) в определенном порядке. Ф. книгу. Ф. газету. 2. Сгибая и зажимая края, соединять (металлические листы). II сов. сфальцевать, -цую, -цуешь; -цбванный. и сущ. фальцевание, -я, ср. и фальцовка, -и, ж. и прш. фальцовочный, -ая, -ое и фальцевальный, -ая, oое. Фальцовочный шов. Фальцевальная машина. ",intfloat/multilingual-e5-large,l2,True
4766,4660,4.762732634493172e-13,ГОЛОС,ГОРЛО,"Передняя часть шеи. По г. в воде. Схватить за г. (также перен.: неотступно требовать чего-н.; разг. неодобр.). С ножом к горлу пристать (приступить) (перен.: неотступно просить, требовать; разг. неодобр.). Взять за г. кого-н. (также перен.: грубо принудить к чему-н.; разг. неодобр.). Г. перегрызть кому-н. (также перен.: в ярости уничтожить кого-н.; разг.). Вцепиться в г. кому-н. (перен.: с яростью обрушиться на кого-н.). 2. Общее название зева, глотки (в 1 знач.) и гортани. В горле сохнет. Во все г. кричать (очень громко; разг.). Поперек горла стать кому-н. (перен.: о раздражающей помехе; разг.). Горлом берет кто-н. (добивается чего-н. при помощи крика; разг. неодобр.). Промочить г. (немного вылить; разг.). В три горла есть (очень много; разг. неодобр.). 3. Верхняя суженная часть сосуда. Г. кувшина. 4. Пролив, соединяющий залив с морем, а также рукав, соединяющий устье реки с морем, озером (спец.). * По горло кого-чего (разг.) - очень много, в избытке. Дел по горло. Сыт по горло (разг.) - 1) совершенно сыт. Пообедал, сыт по горло; 2) чем, чего-н. много до пресыщения (неодобр.). Сыт по горло обещаниями. II уменъш. горлышко, -а, ср. (к 1 и 2 знач.). II прил. горловой, -ая, -бе (к 1 и 2 знач.). Горловое кровотечение. ",intfloat/multilingual-e5-large,l2,False
27021,13860,1.205185690827948e-12,НАЦИОНАЛИЗИРОВАТЬ,СХЕМАТИЗИРОВАТЬ,"Представить (-влять) в виде схемы (во 2 знач.), в упрощенном, излишне обобщенном виде. II сущ. схематизация, -и, ж. ",intfloat/multilingual-e5-large,l2,False
1644,5420,5.640901157635825e-13,ДЕЛЕЦ,БОЕЦ,"Солдат, рядовой2 (в 3 знач.), а также член военизированной организации, стройотряда. Командиры и бойцы. 2. Участник боя (во 2 знач.). Неустрашимый б. Воздушный б. Бойцы тыла (перен.: о тех, кто работал на оборону во время войны). 3. О спортсмене, активно борющемся за победу. Футбольный б. Турнирный б. 4. Рабочий на скотобойне (спец.). II прил. бойцовский, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
4968,4725,1.648977178761446e-12,ГОРБАТЫЙ,ГРОБОВОЙ,Глухой и мрачный. Гробовая тишина. Гробовое молчание. Г. голос. ,intfloat/multilingual-e5-large,l2,False
8956,16812,6.755885998202538e-13,ОТЦЕУБИЙЦА,ИСТРЕБИТЕЛЬНЫЙ,"Производящий уничтожение, приносящий разрушение. Истребительная война. И. огонь. 2. Предназначенный для истребления кого-чего-н. И. отряд. Истребительная авиация (военная авиация, предназначенная для уничтожения самолетов и беспилотных средств противника). II сущ. истребительность, -и, ж. (к 1 знач.). ",intfloat/multilingual-e5-large,l2,False
21491,21079,7.745475268106095e-13,ПРОБРАТЬ,ПРОПИТАТЬ,"Смочить чем-н. насквозь или насытить чем-н. (напр., запахом, составом для предохранения от чего-н.). П. маслом. II кесое. пропитывать, -аю, -аешь. II сущ. пропитывание, -я, ср. и пропитка, -и, ж. П. древесины. II прил. пропиточный, -ая, -ое (спец.). П. состав. ПРОПИТАТЬ2, -аю, -аешь; сов., кого (что) (устар.). То же, что прокормить. П. семью. II сущ. пропитание, -я, ср. ",intfloat/multilingual-e5-large,l2,False
13982,1015,0.0,БЕЗАЛАБЕРЩИНА,НЕВМЕШАТЕЛЬСТВО,Отказ от вмешательства во что-н. Принцип невмешательства (в международном праве: недопущение какого-н. вмешательства государств и международных организаций во внутренние дела других государств и народов). ,intfloat/multilingual-e5-large,l2,False
5638,5638,0.0,ДИАЛЕКТОЛОГИЯ,ДИАЛЕКТОЛОГИЯ,"Раздел языкознания, изучающий диалекты. II прил. диалектологический, -ая, -ое. Д. атлас. ",intfloat/multilingual-e5-large,l2,True
23357,23357,7.126852276731488e-13,РЕВЮ,РЕВЮ,"Театральное обозрение - представление из отдельных сцен, эпизодов и номеров. Музыкальное р. ",intfloat/multilingual-e5-large,l2,True
15051,18992,0.0,ПОДХЛЕСТНУТЬ,ОБЛИПНУТЬ,"Покрыться со всех сторон чем-н. липким. Колеса облипли глиной. II несов. облипать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
25552,25552,5.686833382673173e-13,СМОТР,СМОТР,"Официальный осмотр чего-н., ознакомление с чем-н., проверка. С. войск. Строевой с. 2. (на смотре, мн. -ы, -ов). Публичный показ результатов деятельности, общественная проверка чего-н. С. коллективов художественной самодеятельности. С.-конкурс. II прил. смотровой, -ая, -бе. Смотровая выправка. Смотровая комиссия. ",intfloat/multilingual-e5-large,l2,True
5667,5313,6.022445996761716e-13,ДЕБИЛ,ДИЗЕЛЬ,"Поршневой двигатель внутреннего сгорания, работающий на жидком топливе. II прил. дизельный, -ая, -ое. Дизельное топливо. ",intfloat/multilingual-e5-large,l2,False
4957,11070,5.426573903774545e-13,ЛАГЕРНИК,ГРИМАСНИК,"Человек, который гримасничает, любит гримасничать. II ж. гримасница, -ы. ",intfloat/multilingual-e5-large,l2,False
