  ,id,score,query,title,content,model_name,distance,is_found
14141,14141,2.93230581959944e-13,НЕЗАВИСИМОСТЬ,НЕЗАВИСИМОСТЬ,"Политическая самостоятельность, отсутствие подчиненности, суверенитет. Национальная н. Отстаивать свою н. ",intfloat/multilingual-e5-large,l2,True
15558,6711,8.373187668393733e-13,ЖИВОТИНА,ОДИНОЧКА,"Человек, к-рый живет, делает что-н., работает один, отдельно от других, без помощи других. Жить одиночкой. Кустарь-о. 2. ж. Камера для одиночного заключения (разг.). Сидеть в одиночке. 3. ж. Гоночная лодка с одним гребцом. Байдарка-о. * В одиночку - собственными силами, без участия других. Действовать в одиночку. ",intfloat/multilingual-e5-large,l2,False
6623,30910,0.0,ЩЕПЕТИЛЬНЫЙ,ЖЕЛЕЗНЫЙ,"Сильный, крепкий. Железное здоровье, Железные мускулы. 3. перен. Твердый, непреклонный, неотразимый. Железная воля. Железная дисциплина. Железная логика. Железные доводы. 4. железно, нареч. Твердо, с полной уверенностью (прост.). Обещать железно. 5. железно, частица. Непременно, обязательно (прост.). Сказал, значит сделаю. Железно! * Железная дорога - 1) рельсовый путь для движения поездов. Магистральная железная дорога. Городская железная дорога; 2) транспортное предприятие для перевозок пассажиров и грузов по таким путям. Служить на железной дороге. ",intfloat/multilingual-e5-large,l2,False
1842,1849,6.574032767811544e-13,БРЕШЬ,БРЕМЯ,"Тяжелая ноша (стар.). 2. перен. Нечто тяжкое, трудное, тяжесть (книжн.). Взять на себя непосильное б. Нести свое б. Под бременем забот. * Раз-решиться от бремени (устар.) - родить. ",intfloat/multilingual-e5-large,l2,False
19930,27441,4.0947080795494806e-12,ТЕРЯТЬСЯ,ПОТЕРЕТЬ,"Немного натереть (в 3 знач.). Потер ногу во время ходьбы. 2. Провести нек-рое время, натирая, растирая что-н. П. ушиб-ленное.место. П. мазью. ",intfloat/multilingual-e5-large,l2,False
19974,27655,4.3284654831741987e-13,ТОРГОВАТЬ,ПОТРОГАТЬ,"Тронуть, прикоснуться несколько раз. П. пальцами. ",intfloat/multilingual-e5-large,l2,False
1970,1970,8.313294714082375e-13,БУКВАРЬ,БУКВАРЬ,"Книжка для первоначального обучения грамоте. Б. с картинками. Учиться по букварю. II прил. букварный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,True
16323,16952,7.014324559552476e-13,ОЧИСТИТЬ,ОТВАРИТЬ,"Сварить, прокипятить. О. вермишель. II несов. отваривать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
25188,3134,8.703789100041048e-13,ВОЛОСТЬ,СКОСТИТЬ,"Скинуть сколько-н. со счета, убавить. С. сто рублей. С, срок. II несов. скащивать, -аю, -аешь, ",intfloat/multilingual-e5-large,l2,False
5931,11740,4.2040830994412304e-13,МАГИСТР,ДОКТОР,"То же, что врач. 2. доктор наук - высшая ученая степень, а также лицо, к-рому присуждена эта степень. Д. технических паук. Д. филологических наук. 3. В разных зарубежных странах: одна из ученых степеней, а также лицо, имеющее эту степень. II ж. докторша, -и (к 1 знач.; разг.). II прил. докторский, -ая, -ое. Докторская степень. ",intfloat/multilingual-e5-large,l2,False
5464,5464,0.0,ДЕМОНТИРОВАТЬ,ДЕМОНТИРОВАТЬ,"Разобрать (разбирать), снять (снимать) что-н., чтобы прекратить действие, работу. Д. электростанцию. Д. станок. II сущ. демонтаж, -а, м. Д. автоматической линии. \\ прил. демонтаж-ный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,True
19259,19248,9.65442894899915e-13,ПОЛЕГЛЫЙ,ПОЛИВНОЙ,"Нуждающийся в поливке, поливаемый. Поливные культуры. Поливные поля. 2. О земледелии: основанный на искусственном орошении полей. Поливное земледелие. ",intfloat/multilingual-e5-large,l2,False
26495,26409,8.138313699161681e-13,СТАРОСТА,СТЕРВОЗА,"То же, что стерва. ",intfloat/multilingual-e5-large,l2,False
23568,31064,1.1350032242188335e-12,ЭЛЕКТРОН,РЕФЛЕКТОР,"Телескоп с вогнутым зеркалом или системой зеркал. 2. Отражатель лучей в форме вогнутой полированной поверхности. Лампа с рефлектором. II прил. рефлекторный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
16063,17033,5.573579792139682e-13,ПАЛАЧЕСКИЙ,ОРГАНИЧЕСКИЙ,"Принадлежащий к растительному или животному миру, относящийся к организмам (в 1 знач.). О. мир (совокупность организмов, населяющих биосферу Земли). Органические соединения, вещества (содержащие углерод). Органическая химия (раздел химии, изучающий органические соединения и законы их превращений). Органические удобрения (навоз, компосты и нек-рые другие удобрения). 2. Касающийся внутреннего строения человека, его организма, органов. О. порок сердца. Органические и функциональные расстройства. 3. Относящийся к самой сущности, внутренней целостности чего-н. Органическое единство теории и практики. Органическая связь явлений. 4. перен. Внутренне присущий кому-н. Органическое отвращение. ",intfloat/multilingual-e5-large,l2,False
12290,11875,1.7596280335596681e-12,МАНЕРКА,МЕТРИКА,"Учение о стихотворных размерах и метрах2, а также сами стихотворные размеры и метры2. Учебник метрики. Русская м. II прил. метрический, -ая, -ое. Метрическое стихосложение (основанное на чередовании долгих и кратких слогов). ",intfloat/multilingual-e5-large,l2,False
4612,4609,5.928478194472397e-13,ГОВОР,ГОВОРЛИВЫЙ,"Любящий поговорить, разговорчивый, словоохотливый. Говорливая соседка. II сущ. говорливость, -и, ж. ",intfloat/multilingual-e5-large,l2,False
27749,10544,4.422416751380387e-13,КОЩУНСТВЕННЫЙ,ТРАДИЦИОННЫЙ,"Сохранившийся от старины, основанный на традиции (в 1 знач.). Т. обряд. Т. обычай. 2. Бывающий, существующий в силу традиции (во 2 знач.), установившегося обычая. Традиционные встречи выпускников. II сущ. традиционность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
26120,10252,8.273482268207621e-13,КОНЦЕРТ,СПЕКТАКЛЬ,"Театральное представление. Ставить с. Любительский с. (в исполнении любителей). 2. перен. Смешное, занятное зрелище (разг.). Разыграли с. на кухне. ",intfloat/multilingual-e5-large,l2,False
6294,5217,5.573765190711177e-13,ДВОИТЬСЯ,ДУБЛИРОВАТЬ,"Выполнять что-н. сходное, одинаковое, параллельно с другим. Д. работу. Д. актера (исполнять роль по очереди с ним). Д. космонавта (одновременно с ним готовиться к полету). 2. Озвучивать (фильм) на другом языке, сохраняя близость к переводу и уравнивая длину фраз и темп речи. II сов., что, сдублировать, -рую, -руешь м продублировать, -рую, -руешь (к 1 знач.). II суш. дублирование, -я, ср. и дубляж, -а м -а,м, (ко 2 знач.; спец.). ",intfloat/multilingual-e5-large,l2,False
30379,1977,7.211061717367351e-13,БУКЛИ,ЧУКЧИ,"Народ, относящийся к коренному населению Чукотки. II ж. чукчанка, -и. II прил. чукотский, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
13232,17519,5.841519217127111e-13,ПЕРЕЕЗД,НАЕЗДИТЬ,"Ездя, проехать, покрыть какое-н. пространство за какое-н. время. Н. тысячу километров. 2. что. Перевозя кого-что-н. за плату, приобрести, добыть (разг.). Водитель наездил сто рублей. 3. что. Ездой укатать, уплотнить (дорогу) или образовать (дорогу). Н. зимних. 4. кого (что). То же, что выездить (спец.). Н. рысака. II несов. наезжать, -аю, -аешь и наезживать, -аю, -аешь. II сущ. наездка, -и, ж. (к 4 знач.; спец.). ",intfloat/multilingual-e5-large,l2,False
2015,2108,8.247008761660957e-13,БЮРГЕР,БУРАВ,"Инструмент для сверления отверстий. II уменъш. буравчик, -а, м. ",intfloat/multilingual-e5-large,l2,False
8748,8627,9.222823242963085e-13,ИНДИЙЦЫ,ИНФЛЯЦИЯ,"Чрезмерное (по отношению к государственному золотому запасу) увеличение количества обращающихся в стране бумажных денег, вызывающее их обесценивание. II прил. инфляционный, -ая,-ое. ",intfloat/multilingual-e5-large,l2,False
24223,832,1.773065418445019e-12,БАМПЕР,САПФИР,"Драгоценный камень синего или голубого цвета, прозрачная разновидность корунда. II прил. сапфирный, -ая, -ое и сапфировый, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
5428,22211,5.648729639422256e-13,РАБОТЯЩИЙ,ДЕЛОВИТЫЙ,"Толковый и серьезный, предприимчивый. Д. работник. Д. тон. II сущ. деловитость, -и, ж. ",intfloat/multilingual-e5-large,l2,False
14680,14680,1.7041431200209844e-12,НИЧЕЙНЫЙ,НИЧЕЙНЫЙ,"Никому не принадлежащий, ни к кому не относящийся (разг.). Ничейная зона. Ничейная полоса. ",intfloat/multilingual-e5-large,l2,True
9024,12834,8.363733317029443e-12,МУЗЕЙЩИК,КАБИНЕТЧИК,"Руководитель, оторвавшийся от живого дела, от решения практических задач. ",intfloat/multilingual-e5-large,l2,False
3245,22969,5.804800542151545e-13,РАСПЛЕСТИ,ВОСПАЛЕНИЕ,"Болезненный процесс, сопровождающийся болью, жаром, припухлостью и краснотой пораженной ткани. В. суставов. II прил. воспалительный, -ая, -ое. В. процесс. ",intfloat/multilingual-e5-large,l2,False
25524,7609,1.1403085507094568e-12,ЗАРЫТЬСЯ,СМИРИТЬСЯ,"Примириться с кем-чем-н., покориться кому-чему-н. С. с судьбой. С. перед неизбежностью. II несов. смиряться, -яюсь, -яешься. II сущ. смирение, -я, ср. (устар.). ",intfloat/multilingual-e5-large,l2,False
15377,15487,5.680017003614757e-13,ОГНЕПРИПАСЫ,ОБЩЕПИТ,"Сокращение: общественное питание - отрасль народного хозяйства, занимающаяся производством и продажей готовой пищи и полуфабрикатов. Предприятия общепита. II прил. общепитовский, -ая, -ое (разг.). Общепи-товская точка (отдельное такое предприятие). ",intfloat/multilingual-e5-large,l2,False
1683,17061,7.121206836019356e-13,ПАЛОЧНЫЙ,БОЛОТНЫЙ,О цвете: коричневато-зеленый. ,intfloat/multilingual-e5-large,l2,False
13722,8594,8.52173746065249e-13,ИМПУЛЬСИВНЫЙ,НАСТРОЕННЫЙ,"Имеющий расположение, настроение делать что-н. Настроен на отдых. Не настроен спорить. II сущ. настроенность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
21585,21374,4.56104772006416e-13,ПРОКУСАТЬ,ПРОСКОЧИТЬ,"Пройти, пробежать быстро мимо чего-н. Поезд проскочил полустанок. Заяц проскочил перед глазами. 2. Проникнуть, быстро пробраться куда-н. через какие-н. препятствия (разг.). П. е сад через ограду. В сочинении проскочила ошибка (перен.). 3. перен. С легкостью и неожиданно попасть, проникнуть куда-н. (разг). П. е начальники. 4. Упасть, провалиться куда-н. Монета проскочила в дыру. II несов. проскакивать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
11811,15459,6.217976437558614e-13,ОВЦЕВОД,МАЛОВОДЬЕ,"Низкий уровень воды в реке, водоеме. Период маловодья. 2. Недостаток воды, орошения. Борьба с маловодьем. ",intfloat/multilingual-e5-large,l2,False
22124,10305,9.035215067440538e-13,КОПОТЬ,ПЫХАТЬ,"Излучать (жар), быть жарким (разг.). Печь пышет жаром. Пышет летний зной. 2. То же, что попыхивать (устар.). 3. перен. В сочетании со словами ""здоровье"", ""румянец"", ""веселье"", ""злоба"": активно обнаруживать состояние, указываемое существительным. Лицо пышет здоровьем. Пышет весельем кто-н. П. гневом. II однокр. пыхнуть, -ну, -нешь (к 1 и 2 знач.). ",intfloat/multilingual-e5-large,l2,False
6241,29640,0.0,ХЛОРИРОВАТЬ,ДРЕССИРОВАТЬ,"Приучать (животных) к выполнению каких-н. действий, вырабатывать нужные человеку навыки. Д. собаку. Дрессировочные звери. II сов. выдрессировать, -рую, -руешь; -анный. II сущ. дрессировка, -и, ж. и дрессура, -ы, ж. (спец.). ",intfloat/multilingual-e5-large,l2,False
20789,20826,6.642941405288205e-13,ПРИСВИСТНУТЬ,ПРИПЛЫТЬ,"Достичь чего-н. плывя. П. к берегу. П. на теплоходе. Приплыли облака. II несов. приплывать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,False
17434,17419,6.268680778458158e-13,ПЕРЕБОРОТЬ,ПЕРЕВАЛЯТЬ,"Вывалять или обвалять (многое, многих). П. ребят в снегу. П. пышки в муке. 2. что. Переделывая, повалять снова (шерсть, войлок). II несов. переваливать, -аю, -аешь (ко 2 знач.). ",intfloat/multilingual-e5-large,l2,False
25524,15658,6.45886935515122e-13,ОЗАРИТЬСЯ,СМИРИТЬСЯ,"Примириться с кем-чем-н., покориться кому-чему-н. С. с судьбой. С. перед неизбежностью. II несов. смиряться, -яюсь, -яешься. II сущ. смирение, -я, ср. (устар.). ",intfloat/multilingual-e5-large,l2,False
1923,1925,1.2472863453877325e-12,БРЮШКО,БРЮЧИНА,"То же, что штанина. ",intfloat/multilingual-e5-large,l2,False
6973,6812,8.965839680928622e-13,ЗАБЕЖАТЬ,ЗАГОРАТЬ,"Пребывать в вынужденном бездействии (прост, шутл.). Горючее кончилось, шофер загорает. ",intfloat/multilingual-e5-large,l2,False
4680,29499,9.126653426061448e-13,ХАРЧЕВНЯ,ГОЛУБЯТНЯ,"Помещение для домашних голубей (обычно на крыше, на чердаке). ",intfloat/multilingual-e5-large,l2,False
23200,14991,1.1712491870471964e-12,ОБИХОД,РАСХОД,"Затрата, издержки. Деньги на домашние расходы. Ввести в р. кого-н. Записать в р. (в соответствующую графу учета). Накладные расходы (спец.). 2. Потребление, затрата чего-н. для определенной цели. Р. горючего, электроэнергии. 4- В расход вывести (пустить, списать) 1) кого-что, уничтожить, ликвидировать (разг.); 2) кого (что), то же, что расстрелять (в 1 знач.). II прил. расходный,-ая, -ое. ",intfloat/multilingual-e5-large,l2,False
9024,9575,0.0,КИНОМЕХАНИК,КАБИНЕТЧИК,"Руководитель, оторвавшийся от живого дела, от решения практических задач. ",intfloat/multilingual-e5-large,l2,False
6516,6516,5.595348403358846e-13,ЕРАЛАШ,ЕРАЛАШ,"Беспорядок, путаница (разг.). Устроить е. 2. Старинная карточная игра. Играть в е. II прил. ералашный, -ая, -ое (ко 2 знач.). ",intfloat/multilingual-e5-large,l2,True
17434,17651,3.6351520751876087e-13,ПЕРЕОБРЕМЕНИТЬ,ПЕРЕВАЛЯТЬ,"Вывалять или обвалять (многое, многих). П. ребят в снегу. П. пышки в муке. 2. что. Переделывая, повалять снова (шерсть, войлок). II несов. переваливать, -аю, -аешь (ко 2 знач.). ",intfloat/multilingual-e5-large,l2,False
16323,16323,5.856673652993027e-13,ОТВАРИТЬ,ОТВАРИТЬ,"Сварить, прокипятить. О. вермишель. II несов. отваривать, -аю, -аешь. ",intfloat/multilingual-e5-large,l2,True
18694,19006,7.329231622651977e-13,ПОДШЕФНЫЙ,ПОДЛЕЖАЩЕЕ,"В грамматике: главный член предложения, выражаемый обычно формой им. п., обозначающий субъект, к-рому приписывается признак (действие, состояние), названный в сказуемом, и вместе со сказуемым образующий грамматическую основу простого предложения. II прил. подлежащный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
9963,9973,0.0,КОЛУМБИЙСКИЙ,КОЛОССАЛЬНЫЙ,"Очень большой, огромный. К. завод. К. успех. Колоссально! (возглас, выражающий восхищение, грандиозно!; прост.). II сущ. колоссальность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
9024,2110,7.29369906485311e-13,БЮРОКРАТ,КАБИНЕТЧИК,"Руководитель, оторвавшийся от живого дела, от решения практических задач. ",intfloat/multilingual-e5-large,l2,False
5428,5428,7.53993547285281e-13,ДЕЛОВИТЫЙ,ДЕЛОВИТЫЙ,"Толковый и серьезный, предприимчивый. Д. работник. Д. тон. II сущ. деловитость, -и, ж. ",intfloat/multilingual-e5-large,l2,True
25952,27656,1.1315718327631341e-12,ТОРГОВЕЦ,СОРВАНЕЦ,"Большой проказник, озорник. Мальчишка растет сорванцом. II прил. сорванцовский, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
8902,8902,6.852388665171127e-13,ИССОХНУТЬ,ИССОХНУТЬ,"Лишиться влаги, пересохнуть, стать безводным. Реки иссохли. 2. Исхудать, стать истощенным (разг.). Я. от горя. II несов. иссыхать, -аю, -аешь (к 1 знач.). ",intfloat/multilingual-e5-large,l2,True
11754,2067,0.0,БУФФОНАДА,МАГНИТОФОН,"Аппарат для магнитной записи и воспроизведения звука. II прил. магнитофонный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
17179,24911,0.0,СИМУЛИРОВАТЬ,ПАРОДИРОВАТЬ,Представить (-влять) в пародийном виде. ,intfloat/multilingual-e5-large,l2,False
15986,15986,1.4140745865920401e-12,ОПРЕЛЫЙ,ОПРЕЛЫЙ,"Мокнущий от воспаления, опревший. Опрелая кожа. II сущ. опрелость, -и, ж. ",intfloat/multilingual-e5-large,l2,True
5224,5296,3.9875085655269316e-13,ДВУХСОТЛЕТНИЙ,ДВОЙСТВЕННЫЙ,"Склоняющийся и в одну и в другую сторону; противоречивый. Двойственное решение. Двойственное отношение к чему-н. o Двойственное число - в древнерусском языке: грамматическая категория имен, обозначающая, что предмет (парный или непарный) представлен в количестве двух (напр. два рукава, два шага (при множ. шаги). II сущ. двойственность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
13104,28160,6.858894962408213e-13,ТЯГОТЕТЬ,НАГНАТЬ,"Догнать, настигнуть. Н. беглеца. 2. что. Наверстать, выполнить то, что не выполнено. Н. упущенное. 3. что и кого-чего. Сгоняя, гоня, сосредоточить в одном месте. Н. овец за ограду. Ветер нагнал волну. 4. перен., что или чего на кого (что). Внушить кому-н. како-е-н. чувство (унылое, тяжелое) (разг.). Н. тоску. Н. страху. II несов. нагонять, -яю, -яешь. II прил. вагонный, -ая, -ое (к 3 знач.; спец.). Наганная волна (пригнанная ветром). ",intfloat/multilingual-e5-large,l2,False
27275,6623,3.8814776046058874e-12,ЖЕЛЕЗНЫЙ,ТВЕРДОЛОБЫЙ,"Тупой и косный. Т. консерватор. II сущ. твердолб-бость, -и, ж. ",intfloat/multilingual-e5-large,l2,False
5224,9963,0.0,КОЛОССАЛЬНЫЙ,ДВОЙСТВЕННЫЙ,"Склоняющийся и в одну и в другую сторону; противоречивый. Двойственное решение. Двойственное отношение к чему-н. o Двойственное число - в древнерусском языке: грамматическая категория имен, обозначающая, что предмет (парный или непарный) представлен в количестве двух (напр. два рукава, два шага (при множ. шаги). II сущ. двойственность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
7104,7291,1.7127037635344955e-12,ЗАМЕЛИТЬ,ЗАЗЕМЛИТЬ,"Соединить (электрический аппарат, прибор) с землей для защиты от опасного действия-тока. 3. антенну. IIнесов. заземлять, -яю, -яешь. II сущ. заземление, -я, ср. ",intfloat/multilingual-e5-large,l2,False
1240,20464,0.0,ПРИВЕРЕДЛИВЫЙ,БЕРЕЖЛИВЫЙ,"Бережно относящийся к имуществу, расчетливый, экономный. Б. хозяин. II сущ. бережливость, -и, ж. ",intfloat/multilingual-e5-large,l2,False
10240,21064,2.6620207232118387e-13,ПРОБЛЕМАТИЧЕСКИЙ,КОНФУЗЛИВЫЙ,"Легко приходящий в конфуз, стеснительный. II сущ. конфузливость, -и, ж. ",intfloat/multilingual-e5-large,l2,False
818,4230,6.991065170346145e-13,ГАИШНИК,БАЛОВНИК,"Тот, кто балуется, шалун. II ж. баловница, -ы. ",intfloat/multilingual-e5-large,l2,False
13232,2306,1.2732874650478454e-12,ВЕЗДЕХОД,НАЕЗДИТЬ,"Ездя, проехать, покрыть какое-н. пространство за какое-н. время. Н. тысячу километров. 2. что. Перевозя кого-что-н. за плату, приобрести, добыть (разг.). Водитель наездил сто рублей. 3. что. Ездой укатать, уплотнить (дорогу) или образовать (дорогу). Н. зимних. 4. кого (что). То же, что выездить (спец.). Н. рысака. II несов. наезжать, -аю, -аешь и наезживать, -аю, -аешь. II сущ. наездка, -и, ж. (к 4 знач.; спец.). ",intfloat/multilingual-e5-large,l2,False
11427,11443,7.37695223917284e-13,ЛИСТОВКА,ЛИПУЧКА,"Клейкий, липкий пластырь, бумага, клейкая лента. ",intfloat/multilingual-e5-large,l2,False
26908,30075,8.061792336130913e-13,ЧАЙНИЧАТЬ,СУМЕРНИЧАТЬ,Сидеть без огня в сумерках. ,intfloat/multilingual-e5-large,l2,False
19395,19492,4.455983650640538e-13,ПОМИДОР,ПОЛУМЕРА,"Половинчатая мера, половинчатое решение. Не ограничиваться полумерами. ",intfloat/multilingual-e5-large,l2,False
22230,18919,4.714050330645314e-13,ПОДСОЗНАТЕЛЬНЫЙ,РАВНОСИЛЬНЫЙ,"Совершенно подобный чему-н., тождественный. Молчание, равносильное отказу. II сущ. равносильность, -и, ж. ",intfloat/multilingual-e5-large,l2,False
14304,14304,0.0,НЕОПРЕДЕЛИМЫЙ,НЕОПРЕДЕЛИМЫЙ,"Не поддающийся определению. Н. оттенок. II сущ. неопределимость, -и, ж. ",intfloat/multilingual-e5-large,l2,True
21216,19259,1.2155096807547894e-12,ПОЛИВНОЙ,ПРОДУВНОЙ,"Пронырливый и хитрый. Мужик он п. Продувная бестия (отъявленный плут, пройдоха). ПРОДУВНОЙ2 см. продуть. ",intfloat/multilingual-e5-large,l2,False
15669,28433,7.317734200713855e-13,УЗОР,ОЗИРАТЬСЯ,"Бросать взгляды в разные стороны. Ходить, озираясь. О. по сторонам. ",intfloat/multilingual-e5-large,l2,False
30341,30151,4.863904418117571e-13,ЧЕРЕП,ЧРЕСЛА,"Поясница, бедра. Препоясать ч. мечом (также перен.: приготовиться к битве). ",intfloat/multilingual-e5-large,l2,False
22378,18443,7.382007331802054e-13,ПОВТОР,РАЗВОРОТ,"Две смежные страницы раскрытой книги, журнала, тетради. Репродукция во весь р. II прил. разворотный, -ая, -ое. ",intfloat/multilingual-e5-large,l2,False
