,id,score,query,title,content,model_name,distance,is_found
6593,11946,5.364418029785156e-07,МАРУСЯ,ЖАРЫНЬ,Очень жаркая погода. В самую ж. (в самый зной). ,intfloat/multilingual-e5-large,cosine,False
22403,24533,-8.344650268554688e-07,СГЛАДИТЬ,РАЗГЛАСИТЬ,"Рассказав, оповестив, сделать известным всем (что-н. тайное). Р. чужую тайну, секрет. 2. Всем, повсюду объявить, рассказать о чем-н., распространить что-н. Р. новость во все концы:(повсюду). II месое. разглашать, -аю, -аешь. И сущ разглашение, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
27668,16068,0.0,ОРГИЯ,ТОРИ,Старое название члена консервативной партии в Англии. ,intfloat/multilingual-e5-large,cosine,False
11946,11938,-2.384185791015625e-07,МАРЛЯ,МАРУСЯ,В годы сталинских репрессий: закрытый автомобиль для перевозки арестованных. ,intfloat/multilingual-e5-large,cosine,False
19746,17142,-4.76837158203125e-07,ПАРАНДЖА,ПОРХАТЬ,"Перелетать с места на место. Птицы порхают по веткам. П. по жизни (перен.: жить беззаботно, бездумно; разг.). II однокр. порхнуть, -ну, -нешь. II сущ. порхание, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
3979,3979,-1.1920928955078125e-07,ВЫРОНИТЬ,ВЫРОНИТЬ,"Роняя, дать упасть. В. письмо из рук. ",intfloat/multilingual-e5-large,cosine,True
6357,6357,0.0,ДУХОВИТЫЙ,ДУХОВИТЫЙ,"То же, что душистый. Духовитое сею. ",intfloat/multilingual-e5-large,cosine,True
25416,25411,3.5762786865234375e-07,СЛУЖАКА,СЛУЖЕБНЫЙ,"О собаках, собаководстве: относящийся к породам, дрессируемым для выполнения каких-н. специальных работ, служб. Служебное собаководство. Выставка служебных собак. 3. Вспомогательный, подсобный, второстепенный. Подсчеты имеют чисто служебное значение. * служебные слова - в языкознании: слова, предназначенные для выражения грамматических связей и отношений, не знаменательные. Служебные части речи. II сущ. служебность, -и, ж. (к 3 и 4 знач.). ",intfloat/multilingual-e5-large,cosine,False
4668,4668,4.76837158203125e-07,ГОЛУБЕТЬ,ГОЛУБЕТЬ,"Становиться голубым, голубее. Небо голубеет. 2. (1 и 2 л. не употр.). О чем-н. голубом: виднеться. В траве голубеют незабудки. II сов. поголубеть, -ею, -еешь (к 1 знач.). ",intfloat/multilingual-e5-large,cosine,True
14528,14482,-5.960464477539062e-07,НЕСНОСНЫЙ,НЕУДАЧЛИВЫЙ,"Преследуемый неудачами. Н. человек. II сущ. неудачливость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
4183,2727,-5.960464477539062e-07,ВИОЛА,ВЯЛЫЙ,"Увядший, завянувший. В. цветок. Вялые листья. 2. перен. Лишенный бодрости, энергии. В. работник. Вялое настроение. II сущ вялость"" -и, ж. (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,False
8446,8434,-1.1920928955078125e-06,ИЗНЕЖИТЬ,ИЗОБИДЕТЬ,Сильно обидеть. Вконец и. ,intfloat/multilingual-e5-large,cosine,False
29398,29399,-2.384185791015625e-07,ФРАНЦУЗЫ,ФРАНЦУЗСКИЙ,"Относящийся к французам, к их языку, национальному характеру, образу жизни, культуре, а также к Франции, ее территории, внутреннему устройству, истории; такой, как у французов, как во Франции. Ф. язык (романской группы индоевропейской семьи языков). Французские просветители. Ф. импрессионизм. Французская мода, косметика. Ф. франк (денежная единица). По-французски (нареч.). * Смесь французского с нижегородским (ирон.) - о неорганическом, внешнем сочетании того, что несоединимо по стилю, уровню. Французская болезнь (устар.) прежнее название венерического заболевания. Французская булка - прежнее название небольшой продолговатой белой булки. Французский каблук - у женской обуви: высокий, тонкий. ",intfloat/multilingual-e5-large,cosine,False
18586,18586,-1.1920928955078125e-06,ПОДГОРЕЛЫЙ,ПОДГОРЕЛЫЙ,"Подгоревший снизу, с боков. Подгорелая буханка. ",intfloat/multilingual-e5-large,cosine,True
18574,26969,2.384185791015625e-07,СУТЯЖНИЧАТЬ,ПОДВЯЗАТЬ,"Привязать, обвязать снизу или вокруг. П. больную руку. П. рубаху (подпоясаться). П. фартук (надеть, завязав). II несов. подвязывать, -аю, -аешь. II сущ. подвязывание, -я, ср. и подвязка, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
18590,18727,-4.76837158203125e-07,ПОДМАСТЕРЬЕ,ПОДГРЕСТИ,"Гребя, собрать в кучу. П. семо. 2. Гребя, приблизить к чему-н., а также поместить подо что-н. П. сухие листья к кусту, под куст. II несов. подгребать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,False
10460,9618,-1.1920928955078125e-07,КИСЛОРОД,КОСМОПОЛИТ,"Последователь космополитизма. 2. Растение или животное, встречающиеся на большей части обитаемых областей земли (спец.). II ж. кос-мополитка, -и (к 1 знач.). II прил. космополитический, -ая, -ое (к 1 знач.) и космо-политный, -ая, -ое (ко 2 знач.). Космопо-литные виды. ",intfloat/multilingual-e5-large,cosine,False
5921,5256,-7.152557373046875e-07,ДВУОКИСЬ,ДОКАТИТЬСЯ,"Катясь, переместиться до какого-н. места. Мяч докатился до ворот. 2. (1 и 2 л. не употр.). О глухих или громких звуках: донестись, дойти (разг.). Докатились раскаты грома. 3. перен. Дойти до какого-н. плохого, унизительного состояния (разг.). Д. до преступления, До чего ты докатился? (как ты мог это сделать?). II несов. докатываться, -аюсь, -аешься. ",intfloat/multilingual-e5-large,cosine,False
9276,9329,5.364418029785156e-07,КАРЕТНИК,КАРАБИНЕР,"В царской армии до середины 19 в. и в армиях нек-рых других стран: солдат-стрелок из полков, вооруженных карабинами. 2. В Италии и В жандарм. , -ое. Относящийся к воинским частям, состоящим из карабинеров. К. полк. Карабинерная рота. ",intfloat/multilingual-e5-large,cosine,False
5414,20052,-1.1920928955078125e-07,ПОЧТИ,ДЕЛАТЬ,"Проявлять какую-н. деятельность; заниматься чем-н., поступать каким-н. образом. Д. все для победы. Д. по-своему. Ничего не д. Что делать? (как быть, как поступать?). 2. что. Производить, совершать, исполнять что-н., работая. Д. станки. Колесо делает 100 оборотов в минуту. Д. уроки. Д. гимнастику. Приказано - делайте! (исполняйте распоряжение; разг.). 3. что. В сочетании с мест. ""себе"" или без него: заказывая, поручать изготовить что-н. для себя. Д. себе костюм в ателье. 4. что. В сочетании с существительным выражает действие по знач. данного существительного. Д. попытку (пытаться). Д. ошибки (ошибаться). Д. наблюдения (наблюдать). Д. выбор (выбирать). Д. упор на что-н. (обращать особое внимание на что-н.). 5. что. Оказывать что-н. ко-му-н., осуществлять что-н. для кого-н. Д. добро людям. Д. любезность. 6. кого-чтo из кого-чего. Превращать в кого-что-н., производя какие-н. действия. Д. из кого-н. посмешище. 7. кого (что) кем. Приводить в ка-кое-н. состояние, положение. Д. несчастным. Д. помощником. * Делать жизнь с кого (разг.) - брать себе за образец кого-н. II сов. сделать, -аю, -аешь; -анный. Будет сделано! (выражение готовности выполнить распоряжение; разг.). ",intfloat/multilingual-e5-large,cosine,False
27668,27699,3.5762786865234375e-07,ТОРШЕР,ТОРИ,Старое название члена консервативной партии в Англии. ,intfloat/multilingual-e5-large,cosine,False
25416,16016,-1.6689300537109375e-06,ОПТИЧЕСКИЙ,СЛУЖЕБНЫЙ,"О собаках, собаководстве: относящийся к породам, дрессируемым для выполнения каких-н. специальных работ, служб. Служебное собаководство. Выставка служебных собак. 3. Вспомогательный, подсобный, второстепенный. Подсчеты имеют чисто служебное значение. * служебные слова - в языкознании: слова, предназначенные для выражения грамматических связей и отношений, не знаменательные. Служебные части речи. II сущ. служебность, -и, ж. (к 3 и 4 знач.). ",intfloat/multilingual-e5-large,cosine,False
20398,20531,4.172325134277344e-07,ПРИГОРЕЛЫЙ,ПРЕСТАРЕЛЫЙ,"То же, что старый (в 1 знач.). П. ученый. Дом для престарелых (сущ.). II сущ. престарелость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
194,194,-5.960464477539062e-07,АЙМАК,АЙМАК,"В Бурятии, Монголии и нек-рых др. странах Центральной Азии: административно-территориальная единица. 11 прил. аймачный, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
3979,3676,8.344650268554688e-07,ВЫВЕРНУТЬ,ВЫРОНИТЬ,"Роняя, дать упасть. В. письмо из рук. ",intfloat/multilingual-e5-large,cosine,False
1957,1957,0.0,БУЖЕНИНА,БУЖЕНИНА,"Свинина, запеченная или обжаренная особым способом. II прил. буженинный, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
16432,16432,-8.344650268554688e-07,ОТЖЕЧЬ,ОТЖЕЧЬ,"Произвести отжиг. О. металл, сплав, \\ несов, отжигать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,True
19182,19182,-2.384185791015625e-07,ПОКРАЖА,ПОКРАЖА,Украденная вещь (вещи) (устар.). П. разыскалась. ,intfloat/multilingual-e5-large,cosine,True
16536,16536,-1.1920928955078125e-07,ОТЛУЧИТЬСЯ,ОТЛУЧИТЬСЯ,"Удалиться, уйти на время. О. на час по делам. II несов. отлучаться, -аюсь, -аешься. II сущ. отлучка, -и, ж. Самовольная о. ",intfloat/multilingual-e5-large,cosine,True
6274,6207,0.0,ДРАНКА,ДРЫГАТЬ,"Дергать (в 4 знач.) ногой, ногами. II однокр. дрыгнуть, -ну, -нешь. II прил. дрыгатель-ный, -ая, oое (спец.). II сущ. дрыганье, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
13343,23767,1.7881393432617188e-07,РОСКОШНЫЙ,НАКОСТНЫЙ,"Находящийся на кости, на костях. Накостное утолщение. ",intfloat/multilingual-e5-large,cosine,False
2150,3416,5.960464477539062e-07,ВРАЛЬ,ВАЛЕТ,"Игральная карта с изображением молодого мужчины-оруженосца. * Валетом лечь (спать) - вдвоем на одной постели, головами в разные стороны. ",intfloat/multilingual-e5-large,cosine,False
8434,8270,-2.384185791015625e-07,ИЗБАВИТЬ,ИЗНЕЖИТЬ,"Избаловать, сделать крайне чувствительным к лишениям. И. себя. II несов, изнеживать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,False
14917,23838,-5.960464477539062e-07,РУЖЕЙНИК,ОБЕЗЬЯННИК,"Помещение для обезьян в зоопарке, в питомнике. ",intfloat/multilingual-e5-large,cosine,False
20676,20663,0.0,ПРИЛАСКАТЬ,ПРИЛИПНУТЬ,"Крепко пристать (о чем-н. липком или к чему-н. липкому). Муха прилипла к варенью. 2. перен. Пристать (в 3 и 4 знач.), привязаться (в 3 знач.) (прост.). Прилип со своими ухаживаниями. Прилип какой-то странный попутчик. II несов. прилипать ,-ая,-яешь. ",intfloat/multilingual-e5-large,cosine,False
6863,28306,5.960464477539063e-08,УГОЛОВНИК,ЗАВЕДУЮЩИЙ,"Должностное лицо, к-рое заведует чем-н. 3. клубом. II ж. заведующая, -ей. ",intfloat/multilingual-e5-large,cosine,False
8535,8535,2.384185791015625e-07,ИКРОМЕТАНИЕ,ИКРОМЕТАНИЕ,Метание икры(в 1 знач.). Рыба идет на и. ,intfloat/multilingual-e5-large,cosine,True
23099,23099,0.0,РАССТЫКОВАТЬСЯ,РАССТЫКОВАТЬСЯ,"О стыкованном: разъединиться. II несое. расстыковываться, -аюсь, -аешься. II сущ. расстыкбвка, -и, ж. ",intfloat/multilingual-e5-large,cosine,True
19888,8796,-4.76837158203125e-07,ИСКАТЬ,ПОСТУКИВАТЬ,"Слегка, с перерывами стучать (в 1 и 2 знач.). П. в дверь. ",intfloat/multilingual-e5-large,cosine,False
3979,4965,1.1920928955078125e-07,ГРОБАНУТЬ,ВЫРОНИТЬ,"Роняя, дать упасть. В. письмо из рук. ",intfloat/multilingual-e5-large,cosine,False
18948,18941,0.0,ПОДСТРЕЛИТЬ,ПОДСТУПИТЬ,"Подойти близко. П. к стенам крепости. Я вплотную к кому-чему-н. Вода подступила к пристани (перен.). Деревня подступила к реке (перен.). 2. к кому. Подойти, обратившись с просьбой, вопросом (разг.). Сегодня к нему и п. нельзя (очень занят или сердит, расстроен). 3. (1 и 2 л. не употр.). О чувствах, состоянии: обнаружиться, проявиться. Подступила тоска. Под сердце подступило (безл., о боли). Слезы подступили к глазам. Комок к горлу подступил (сдавило горло от волнения, слез). II несов. подступать, -аю, -аешь. II сущ. подступ, -а, м. (к 1 знач.). ",intfloat/multilingual-e5-large,cosine,False
3183,3183,-3.5762786865234375e-07,ВООЧИЮ,ВООЧИЮ,"Своими глазами. Убе-диться в. в чем-н. 2. Вполне наглядно, зримо. В. представить себе что-н. ",intfloat/multilingual-e5-large,cosine,True
24569,14909,5.960464477539062e-07,ОБЕЗОБРАЖИВАТЬ,СДЕРЖАТЬ,"Остановить, ослабить то, что движется, развивается с силой. С. лошадей. С. натиск противника. С. гонку вооружений. 2. перен., кого-что. Не дать обнаружиться полностью, затаить. С. слезы. С. смех. С. себя (то же, что сдержаться). 3. что. Исполнить (обещанное). С. обещание, клятву. С. свое слово (сделать то, что обещал). 11 несов. одерживать, -аю, -аещь. ",intfloat/multilingual-e5-large,cosine,False
14306,27274,-3.5762786865234375e-07,ТВЕРДОКАМЕННЫЙ,НЕОСЛАБНЫЙ,"Постоянно действующий, не ослабевающий. С неослабным вниманием. Неослабное наблюдение.II сущ. неослабность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
19247,19247,0.0,ПОЛЕТЕТЬ,ПОЛЕТЕТЬ,"Начать лететь (в 1, 2, 4 и 5 знач.). Полетели птицы. П. стрелой. Вещи полетели на пол. Полетели дни. Цены полетели вниз. ",intfloat/multilingual-e5-large,cosine,True
31082,31082,-8.344650268554688e-07,ЭЛЕКТРОСТАНЦИЯ,ЭЛЕКТРОСТАНЦИЯ,"Электрическая станция - предприятие, вырабатывающее электрическую энергаго. ",intfloat/multilingual-e5-large,cosine,True
27412,1776,-9.5367431640625e-07,БОЯЗНЬ,ТЕРЗАНИЕ,"Нравственное страдание, мучение (книжн.). Душевные терзания. ",intfloat/multilingual-e5-large,cosine,False
15348,15638,-1.1920928955078125e-07,ОДЫШКА,ОБУШОК,"В старое время: ручной шахтерский инструмент для откалывания пласта горной породы. II прил. обушковый, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
2633,25785,3.5762786865234375e-07,СОЗВОНИТЬСЯ,ВЗЪЕСТЬСЯ,"Невзлюбив, рассердившись или раздражившись, начать упрекать, обвинять, бранить кого-н. В. на невестку. II несов. взъедаться, -аюсь, -аешься. ",intfloat/multilingual-e5-large,cosine,False
20639,16478,-4.76837158203125e-07,ОТКОРМИТЬ,ПРИКОРМИТЬ,"Давая корм, приручить или приманить. П. олененка. П. рыбу. II несов. прикармливать, -аю, -аешь. II сущ. прикармливание, -я, ср., прикорм, -а, м. и прикормка, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
25761,26016,1.1920928955078125e-07,СОСТОЯТЕЛЬНЫЙ,СОДЕРЖАТЕЛЬ,"Владелец, лицо, к-рое содержит какое-н. заведение. С. трактира. II ж. содержательница, -ы. ",intfloat/multilingual-e5-large,cosine,False
7385,7532,-1.1920928955078125e-07,ЗАРАБОТАТЬСЯ,ЗАНЯТОСТЬ,"Наличие работы, обеспеченность работой. Проблема занятости. ",intfloat/multilingual-e5-large,cosine,False
9683,9683,-1.1920928955078125e-06,КЛЕЙ,КЛЕЙ,"Липкий затвердевающий состав для плотного соединения, скрепления частей чего-н. Канцелярский к. Столярный к. Весь в клею (испачкан клеем). Обувь на клею. II прил. клеевой, -ая, -ое. Клеевая краска (приготовленная на клею). ",intfloat/multilingual-e5-large,cosine,True
29657,29657,4.76837158203125e-07,ХМУРИТЬСЯ,ХМУРИТЬСЯ,"Хмурить лицо, брови. Недовольно, сердито х 2. (1 и 2 л. не употр.), перен. Становиться пасмурным, сумрачным. Погода хмурится. Небо хмурится (собираются облака, тучи). II сов. нахмуриться, -рюсь, -ришься. ",intfloat/multilingual-e5-large,cosine,True
14624,24941,-2.384185791015625e-07,СИНУС,НИЗИНА,"Низменное место. Село расположено в низине. II прил. низинный, -ая, -ое. Низинные болота (в поймах рек). ",intfloat/multilingual-e5-large,cosine,False
10670,24680,6.556510925292969e-07,СЕМЕЙСТВО,КРЕСТЬЯНСТВО,"Крестьяне. Русское к. 2. Крестьянский труд. Заниматься крестьянством. II прил. крестьянский, -ая, -ое. Крестьянское происхождение. ",intfloat/multilingual-e5-large,cosine,False
5686,5686,7.748603820800781e-07,ДИЛЕТАНТ,ДИЛЕТАНТ,"Тот, кто занимается наукой или искусством без специальной профессиональной подготовки (обычно не обладая углубленными знаниями). II ж. дилетантка, -и. II прил. дилетантский, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
6836,19202,5.364418029785156e-07,ПОКУПАТЬ,ЗАБРАТЬ,"Взять, захватить. 3. свои вещи. Забрал детей и уехал. 2. кого(что). Задержать или арестовать (разг.). Хулигана забрали в милицию. 3. за взятку. 3. (1 и 2 л. не употр.), перен., кого. О чувствах: подчинить себе, охватить (разг.). Забрала охота (что-н. делать). Забрало (безл.) за живое. 4. что. Заделать, загородить. 3. окно досками. 5. что. Подобрав, сузить, укоротить, подшить (часть одежды). 3. в шов. * Забрать силу (прост.) - стать сильным, влиятельным. Забрать себе в голову что (разг.) - упорствовать в каком-н. убеждении. II несов. забирать, -аю, -аешь. П сущ. забор, -а, м. (к 1 знач.; спец.). 3. воды 3. пробы. II прил. заборный, -ая, -ое (к 1 знач.; спец.). Заборное устройство. ЗАБРАТЬСЯ, -берусь, -берешься; -алея, -алась,-алось и -алось; сов. 1. Залезть ку-да-н. (вверх, вглубь); проникнуть. 3. на дерево. 3. под одеяло. 3. в чужой дом. 2. Уйти, уехать куда-н. далеко (разг.). Забрался на самый север. II несов. забираться, -аюсь, -аешься. ",intfloat/multilingual-e5-large,cosine,False
13494,18619,-4.76837158203125e-07,ПОДПЛЫВАТЬ,НАПЛАВАТЬ,"Плавая, покрыть какое-н. расстояние за како-е-н. время. Н. тысячу километров. ",intfloat/multilingual-e5-large,cosine,False
6863,27455,-4.76837158203125e-07,ТЕТЕРЕВ,ЗАВЕДУЮЩИЙ,"Должностное лицо, к-рое заведует чем-н. 3. клубом. II ж. заведующая, -ей. ",intfloat/multilingual-e5-large,cosine,False
5921,25818,4.172325134277344e-07,СОКРАТИТЬ,ДОКАТИТЬСЯ,"Катясь, переместиться до какого-н. места. Мяч докатился до ворот. 2. (1 и 2 л. не употр.). О глухих или громких звуках: донестись, дойти (разг.). Докатились раскаты грома. 3. перен. Дойти до какого-н. плохого, унизительного состояния (разг.). Д. до преступления, До чего ты докатился? (как ты мог это сделать?). II несов. докатываться, -аюсь, -аешься. ",intfloat/multilingual-e5-large,cosine,False
29622,29622,-4.76837158203125e-07,ХЛОПКОКОМБАЙН,ХЛОПКОКОМБАЙН,"Комбайн дяя уборки хлопка. II прил. хлопкокомбайно-вый, -ая, oое. ",intfloat/multilingual-e5-large,cosine,True
11166,11166,5.960464477539063e-08,ЛАТИНЯНЕ,ЛАТИНЯНЕ,"То же, что латины. II ж. латинянка, -и. II прил. латинянский, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
9075,6885,0.0,ЗАВИНТИТЬ,КАЗНИТЬСЯ,"Терзаться, мучиться, сознавая свою вину, ошибку. ",intfloat/multilingual-e5-large,cosine,False
27939,27909,1.7881393432617188e-07,ТРИТОН,ТРОСТИНКА,"Тонкий стебель тростника, камыша; вообще стебелек, травинка. Как т. кто-н. (тонок, худ). | ",intfloat/multilingual-e5-large,cosine,False
12099,12099,-2.384185791015625e-07,МЕДЯШКА,МЕДЯШКА,"Медный предмет, кусок меди. ",intfloat/multilingual-e5-large,cosine,True
21812,27218,4.76837158203125e-07,ТАНЦПЛОЩАДКА,ПРОХЛАДА,"Приятный холодок, свежесть. Летняя утренняя п. Повеяло прохладой. ",intfloat/multilingual-e5-large,cosine,False
20676,12964,-2.384185791015625e-07,МЯКНУТЬ,ПРИЛИПНУТЬ,"Крепко пристать (о чем-н. липком или к чему-н. липкому). Муха прилипла к варенью. 2. перен. Пристать (в 3 и 4 знач.), привязаться (в 3 знач.) (прост.). Прилип со своими ухаживаниями. Прилип какой-то странный попутчик. II несов. прилипать ,-ая,-яешь. ",intfloat/multilingual-e5-large,cosine,False
26097,24005,5.960464477539062e-07,САДИСТ,СПАД,Ослабление хозяйственной деятельности или общественной активности. Экономический с. Политический с. ,intfloat/multilingual-e5-large,cosine,False
3434,14407,1.1920928955078125e-07,НЕПРИЯТНЫЙ,ВРЕДНЫЙ,"Причиняющий вред, опасный. В. для здоровья. Курить вредно (в знач. сказ.). Вредное производство. Вредная теория. 2. полн. ф. Недоброжелательный, неприязненно настроенный (прост.). В. парень. II сущ. вредность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
13343,5293,1.7881393432617188e-07,ДВУХРЯДНЫЙ,НАКОСТНЫЙ,"Находящийся на кости, на костях. Накостное утолщение. ",intfloat/multilingual-e5-large,cosine,False
19746,3226,4.172325134277344e-07,ВОРЧАТЬ,ПОРХАТЬ,"Перелетать с места на место. Птицы порхают по веткам. П. по жизни (перен.: жить беззаботно, бездумно; разг.). II однокр. порхнуть, -ну, -нешь. II сущ. порхание, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
619,619,-2.384185791015625e-07,АСИММЕТРИЯ,АСИММЕТРИЯ,"Отсутствие, нарушение симметрии. II прил. асимметрический, -ая,-ое. ",intfloat/multilingual-e5-large,cosine,True
5295,30592,-5.960464477539062e-07,ШЕСТИДЕСЯТНИК,ДВУХСОТЛЕТИЕ,"Срок в двести лет. 2. чего. Годовщина события, бывшего двести лет тому назад. Д. основания города. II прил. двухсотлетний, -яя, -ее. ",intfloat/multilingual-e5-large,cosine,False
10651,10647,-5.960464477539062e-07,КРЕПЛЕНИЕ,КРЕПЫШ,Человек крепкого телосложения (обычно о ребенке). ,intfloat/multilingual-e5-large,cosine,False
16486,21407,9.5367431640625e-07,ПРОМЕЖНОСТЬ,ОТКРОВЕННОСТЬ,"Откровенное сообщение, искреннее признание. Излишние откровенности. О. за о. (об обмене прямыми нелицеприятными словами, репликами). ",intfloat/multilingual-e5-large,cosine,False
24769,24771,5.960464477539062e-07,СЕРДИТЬСЯ,СЕРДИТЫЙ,"Склонный сердиться, раздражительный. С. сосед. С. нрав. На сердитых воду возят (поел.: выражение иронического отношения к тому, кто сердится). 2. Выражающий раздражение, гнев. С. окрик, взгляд. Говорить сердито (нареч.). 3. на кого-что. Такой, к-рый сердится, рассержен. Сердит на сына. 4. перен. Сильно действующий, крепкий, забористый (разг. шутл.). С. табак. Сердитая горчица. 5. О ветре, морозе: очень сильный. * Дешево и сердито (разг.) - о чем-н. дешевом, доступном и в то же время вполне отвечающем своему назначению. Под сердитую руку (разг.) - когда сердит, в раздражении, в сердцах. Яопвссться кому-н. под сердитую руку. Побил под сердитую руку. В сердитую минуту (разг.) - когда кго-н. сердит, рассержен. Обругал в сердитую минуту. II сущ сердитость, -и, ас. (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,False
23447,407,-1.1920928955078125e-07,АНКЕТА,РЕКВИЗИТ,"Совокупность подлинных или бутафорских предметов для представления, зрелищной постановки. Театральный р. 2. обычно мн. В официальном документе: обязательно входящие в него сведения. II прил. реквизитный,-ая, -ое. Р. цех. Реквизитные данные. ",intfloat/multilingual-e5-large,cosine,False
21124,17375,-5.960464477539062e-07,ПЕРВОЗВЕРИ,ПРОВОЗВЕСТНИК,"Тот (то), кто (что) провозвещает что-н. П. победы. II ж. провозвестница, -ы. ",intfloat/multilingual-e5-large,cosine,False
