,id,score,query,title,content,model_name,distance,is_found
5445,5445,-7.152557373046875e-07,ДЕМИСЕЗОННЫЙ,ДЕМИСЕЗОННЫЙ,"О верхней одежде, тканях: предназначенный для носки весной и осенью. Демисезонное пальто. ",intfloat/multilingual-e5-large,cosine,True
160,20424,-2.384185791015625e-07,ПРЕФЕКТУРА,АДМИНИСТРАЦИЯ,"Органы управления исполнительной власти, а также вообще власти. 2. собир. Должностные лица управления. А. завода. II прил. административный, -ая, ое (к 1 знач.). В административном порядке (распоряжением исполнительной власти). А. тон (перен.: строгий и официальный). А. восторг (чрезмерное увлечение администрированием; ирон.). ",intfloat/multilingual-e5-large,cosine,False
19873,19873,-1.1920928955078125e-07,ПОСТОЯННЫЙ,ПОСТОЯННЫЙ,"Не прекращающийся, неизменный и одинаковый во все время; всегдашний. Жить в постоянном труде. П. посетитель театра. Постоянная величина и постоянная (сущ.) (в математике: величина, к-рая по условиям задачи сохраняет одно и то же значение). Постоянная армия (армия мирного времени). П. ток (в отличие от переменного, не изменяющийся во времени). П. капитал (часть капитала, затрачиваемая на средства производства и остающаяся неизменной в процессе производства; спец.). 2. палн. ф. Рассчитанный на долгий срок, не временный. П. мост. Постоянная работа. 3. Не изменчивый, твердый. П. взгляд на вещи. II сущ. постоянство, -а, ср. (к 1 и 3 знач.) и постоянность, -и, ж. ",intfloat/multilingual-e5-large,cosine,True
21951,6487,7.748603820800781e-07,ЕЖЕВИЧНИК,ПТИЧНИК,"Помещение для домашней птицы. 2. Работник, занимающийся уходом за домашней птицей. II ж. птичница, -ы (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,False
2989,9472,-8.344650268554688e-07,КВАДРАТНЫЙ,ВОЕННЫЙ,"Относящийся к службе в армии, обслуживанию армии, военнослужащих. Военная промышленность. В. врач (военврач). Военная форма, шинель, фуражка. В. человек (военнослужащий). В. городок (жилой комплекс, в к-ром живут военнослужащие). 3. Такой, как у военнослужащих, у армейцев, свойственный им. Военная выправка. Военная косточка (о человеке с крепкой воинской закалкой). 4. военный, -ого, м. То же, что военнослужащий. * Военная наука - система знаний о законах войны, о подготовке к ней и о способах ее ведения. Военное дело - круг знаний, охватывающих вопросы военной теории и практики применительно к военному и мирному времени; такие знания как учебный предмет. Военное положение устанавливаемое властями при исключительных обстоятельствах положение в стране, городе, когда функции сохранения порядка и государственной безопасности передаются армии. ",intfloat/multilingual-e5-large,cosine,False
23584,23342,-9.5367431640625e-07,РЕВМАТИК,РЕЦИДИВ,"Возврат болезни после кажущегося ее прекращения. Р. радикулита. 2. Повторное проявление чего-н. (отрицательного). Р. преступления. Рецидивы тоски. II прил. рецидивный, -ая,-ое. ",intfloat/multilingual-e5-large,cosine,False
16795,16781,7.152557373046875e-07,ОТТРЕПАТЬ,ОТФУТБОЛИТЬ,"Избавиться от кого-чего-н., передав или переслав к другим, в другие инстанции. О. жалобу, жалобщика. II несов. отфутболивать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,False
28747,11019,-9.5367431640625e-07,КУСОК,УСАЧ,Человек с большими усами. ,intfloat/multilingual-e5-large,cosine,False
13191,14192,-1.1920928955078125e-07,НЕИСТОВСТВОВАТЬ,НАДОРВАТЬ,"Немного, не до конца разорвать. Н. конверт. 2. Повредить себе что-н. (внутренние органы), сделав чрезмерное усилие. Н. живот. Н. силы (сильно переутомиться). II несов. надрывать, -аю, -аешь. II сущ. надрыв, -а, м. (к 1 знач.). ",intfloat/multilingual-e5-large,cosine,False
1311,1068,-2.384185791015625e-07,БЕЗДЕЛЬНИЧАТЬ,БЕСПРЕДЕЛЬНЫЙ,"Безграничный, безмерный. В беспредельной вышине. Беспредельная любовь. Беспредельная отвага, и сущ. беспредельность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
12244,25307,5.960464477539063e-08,СЛАЛОМ,МЕТАЛЛОЛОМ,"Металлический лом2, идущий на переработку. Сбор металлолома. ",intfloat/multilingual-e5-large,cosine,False
23692,23692,1.7881393432617188e-07,РОДОВИТЫЙ,РОДОВИТЫЙ,"Принадлежа- \ щий к старинному роду (во 2 знач.). Р. боярин. II сущ. родовитость, -и, ж. ",intfloat/multilingual-e5-large,cosine,True
28823,17288,2.980232238769531e-07,ПАЦИФИЗМ,УСПОКОИТЬ,"Сделать спокойным (в 1, 2 и 3 знач.), внушить кому-н. спокойствие. У. ребенка. У. свою совесть. Успокой руки! (перестань ими дергать или что-н. хватать). 2. что. Умерить, смягчить. У. боль. II несов. успокаивать, -аю, -аешь. О сущ. успокоение, -я, ср. II прил. успокоительный, -ая, oое. Успокоительное известие. Успокоительные лекарственные средства. ",intfloat/multilingual-e5-large,cosine,False
2641,22441,2.980232238769531e-07,РАЗДАТЧИК,ВЗЯТКОДАТЕЛЬ,"Человек, к-рый дает, дал взятку (в 1 знач.). ",intfloat/multilingual-e5-large,cosine,False
28540,28540,-3.5762786865234375e-07,УМАСЛИТЬ,УМАСЛИТЬ,"Склонить к чему-н. лаской, лестью, подарками. У. упрямца. II несов. умасливать, -аю, -аешь. и сущ. умасливание, -я, ср. ",intfloat/multilingual-e5-large,cosine,True
2989,23473,-7.152557373046875e-07,РЕЛИГИОЗНЫЙ,ВОЕННЫЙ,"Относящийся к службе в армии, обслуживанию армии, военнослужащих. Военная промышленность. В. врач (военврач). Военная форма, шинель, фуражка. В. человек (военнослужащий). В. городок (жилой комплекс, в к-ром живут военнослужащие). 3. Такой, как у военнослужащих, у армейцев, свойственный им. Военная выправка. Военная косточка (о человеке с крепкой воинской закалкой). 4. военный, -ого, м. То же, что военнослужащий. * Военная наука - система знаний о законах войны, о подготовке к ней и о способах ее ведения. Военное дело - круг знаний, охватывающих вопросы военной теории и практики применительно к военному и мирному времени; такие знания как учебный предмет. Военное положение устанавливаемое властями при исключительных обстоятельствах положение в стране, городе, когда функции сохранения порядка и государственной безопасности передаются армии. ",intfloat/multilingual-e5-large,cosine,False
8097,3440,-1.1920928955078125e-07,ВРЕМЕНЩИК,ЗНАМЕНЩИК,"Военнослужащий, к-рый носит знамя воинской части. II прил. знаменщицкий, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
20629,20629,4.172325134277344e-07,ПРИКЛОНИТЬ,ПРИКЛОНИТЬ,"Слегка склонить (устар.). П. ветку. * Приклонить голову куда, где, к кому (разг.) приютиться, найти место, где жить. На старости лет некуда голову приклонить. Приклонить слух (устар. высок.) - внимательно выслушать. II несов. приклонять, -яю, -яешь. ",intfloat/multilingual-e5-large,cosine,True
7367,2641,7.152557373046875e-07,ВЗЯТКОДАТЕЛЬ,ЗАНИМАТЕЛЬНЫЙ,"Способный занять внимание, воображение, интересный. 3. рассказ. Занимательные задачи. II сущ. занимательность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
29856,29856,3.5762786865234375e-07,ЦАРАПИНА,ЦАРАПИНА,"Полоска, нацарапанная чем-н. острым. Ц. на стекле. Ц. в душе, на сердце (перен.: надолго запомнившаяся обида). 2. Ранка на оцарапанной коже. Руки в царапинах. II уменьш. царапинка, -и, ж. ",intfloat/multilingual-e5-large,cosine,True
28299,9639,0.0,КИЧЛИВЫЙ,УГОДЛИВЫЙ,"Чрезмерно услужливый, льстивый, заискивающий. У. прислужник. Угодливая улыбка. II сущ. угодливость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
30967,30967,2.384185791015625e-07,ЭКЗАМЕНОВАТЬСЯ,ЭКЗАМЕНОВАТЬСЯ,"Подвергаться экзамену. 11 сов. проэкзаменоваться, -нуюсь, -нуешься. ",intfloat/multilingual-e5-large,cosine,True
16414,2279,-4.76837158203125e-07,ВДОХНУТЬ,ОТДОХНОВЕНИЕ,"То же, что отдых. Часы отдохновения. ",intfloat/multilingual-e5-large,cosine,False
20953,3584,1.1920928955078125e-07,ВТИХОМОЛКУ,ПРИТУШИТЬ,"Ослабить, убавить (свет, огонь), а также загасить, потушить. П. фитилек. П. сигарету. П. костер. 2. перен. Приглушить, ослабить. П. звук. П. яркие краски. ",intfloat/multilingual-e5-large,cosine,False
27242,27242,-1.1920928955078125e-07,ТАРАЩИТЬСЯ,ТАРАЩИТЬСЯ,"О глазах: широко раскрываться от удивления, страха. 2. на кого-что. Смотреть, широко раскрыв глаза (неодобр.). Что ты на нее таращишься? п сов. вытаращиться, -щусь, -щишься. ",intfloat/multilingual-e5-large,cosine,True
9675,9675,5.960464477539063e-08,КЛЕВАТЬСЯ,КЛЕВАТЬСЯ,О птицах: иметь повадку клевать кого-н. Гуси клюются. 2. Клевать друг друга. Во дворе клюются петухи. ,intfloat/multilingual-e5-large,cosine,True
29044,29310,4.172325134277344e-07,ФЛЕГМАТИЧЕСКИЙ,ФАКТИЧЕСКИЙ,"Отражающий действительное состояние чего-н., соответствующий фактам. Фактические данные. Фактическое положение дел. Фактически (нареч.) он руководитель всей работы. Ф. брак (официально не зарегистрированные брачные отношения). ",intfloat/multilingual-e5-large,cosine,False
29578,29703,-2.384185791015625e-07,ХОЛОП,ХЛАМ,"Негодные старые вещи, все бесполезное, ненужное. Ды-бросить из дома х. Голова забита всяким хламом (перен.: ничтожными мыслями, ненужными знаниями). II прил. хламный, -ая, -ое (устар.). ",intfloat/multilingual-e5-large,cosine,False
23692,29188,-4.76837158203125e-07,ФИГУРИСТЫЙ,РОДОВИТЫЙ,"Принадлежа- \ щий к старинному роду (во 2 знач.). Р. боярин. II сущ. родовитость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
1311,1355,-4.76837158203125e-07,БЕССОЗНАТЕЛЬНЫЙ,БЕСПРЕДЕЛЬНЫЙ,"Безграничный, безмерный. В беспредельной вышине. Беспредельная любовь. Беспредельная отвага, и сущ. беспредельность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
3527,3527,-2.384185791015625e-07,ВСПРЫСНУТЬ,ВСПРЫСНУТЬ,"Обдать брызгами. В. одеколоном. 2. перен. Отпраздновать что-н., выпив вина, устроив угощенье (разг.). В, покупку. П несов. вспрыскивать, -аю, -аешь. II сущ. вспрыскивание, -я, ср. (к 1 знач.) и вспрыски, -ов (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,True
25262,30429,5.364418029785156e-07,ШАВКА,СЛАБАК,"Слабосильный, слабовольный или слабонервный человек. II ж. слабачка, -и. ",intfloat/multilingual-e5-large,cosine,False
14798,22203,-7.152557373046875e-07,РАБОТАТЬСЯ,НУЖДАТЬСЯ,"Жить в нужде, в бедности. Раньше семья нуждалась. 2. в ком-чем. Испытывать потребность. Н. в совете, в поддержке. ",intfloat/multilingual-e5-large,cosine,False
14223,11324,1.7881393432617188e-07,ЛЕСОСТЕПЬ,НЕЛЕПОСТЬ,"Нелепое высказывание, нелепый поступок. Наговорить нелепостей. ",intfloat/multilingual-e5-large,cosine,False
26003,26003,-2.384185791015625e-07,СОСНУТЬ,СОСНУТЬ,Поспать немного. С. часок. ,intfloat/multilingual-e5-large,cosine,True
27625,1597,8.940696716308594e-07,БОБРИК,ТОПКИЙ,"О почве: вязкий или болотистый. Т. берег. Топкое место. Здесь топко (в знач. сказ.). | II сущ топкость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
1311,1289,-1.1920928955078125e-07,БЕСПЛОТНЫЙ,БЕСПРЕДЕЛЬНЫЙ,"Безграничный, безмерный. В беспредельной вышине. Беспредельная любовь. Беспредельная отвага, и сущ. беспредельность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
21151,21151,-3.5762786865234375e-07,ПРОГНИТЬ,ПРОГНИТЬ,"Сгнить насквозь. Балка прогнила. Прогнившее общество (перен.: внутренне разложившееся). II несов. прогнивать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,True
8304,8307,-1.1920928955078125e-07,ИЗВЕСТНЯК,ИЗВЕСТИСЬ,"То же, что измучиться. И. от горя. II несов. изводиться, -ожусь, -одишься. ИЗВЕСТИТЬ, -ещу, -естишь; -ещенный (-ен, -ена); сов., кого (что) о чем. Сообщить кому-н., довести что-н. до чьего-н. сведения. И. о приезде. II несов. извещать, -аю, -аешь. II сущ. извещение, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
31021,31209,-1.1920928955078125e-07,ЭТИКЕТ,ЭКСПРЕССИЯ,"Выражение чувств, переживаний, выразительность. Декламировать с большой экспрессией. И прил. экспрессионныв, -ая, oое. ",intfloat/multilingual-e5-large,cosine,False
15293,14908,-1.1920928955078125e-07,ОБЕЗНОЖЕТЬ,ОБСОСАТЬ,"Пососать кругом, со всех сторон. О. леденец. 2. перен. Смакуя, подробно рассказать о чем-н., изучить, рассмотреть (прост.). О. все до мелочей. * Обсоси гвоздок (прост, шутл.) - о чем-н. очень хорошем. Вещица получилась - обсоси гвоздок. II несов. обсасывать, -аю, -аешь. II сущ. обсасывание, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
22265,27316,3.5762786865234375e-07,ТЕЛЕГРАФИЯ,РАДИОТЕЛЕГРАФ,"Система связи для передачи телеграфных сообщений с помощью радиоволн. II прил. радиотелеграфный, -ая,-ое. ",intfloat/multilingual-e5-large,cosine,False
26307,26307,-5.960464477539062e-07,СРЕТЕНИЕ,СРЕТЕНИЕ,"Один из двенадцати основных православных праздников в память о том, как праведник Симеон встретил у дверей храма Марию и Иосифа, несущих младенца Иисуса на руках для посвящения Богу. Заутреня на ",intfloat/multilingual-e5-large,cosine,True
10955,30865,-8.344650268554688e-07,ШУТЕЙНЫЙ,КУПЕЙНЫЙ,"О вагоне: имеющий закрытые купе. К. вагон. II сущ. купейность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
8304,8084,8.940696716308594e-07,ЗНАЙ,ИЗВЕСТИСЬ,"То же, что измучиться. И. от горя. II несов. изводиться, -ожусь, -одишься. ИЗВЕСТИТЬ, -ещу, -естишь; -ещенный (-ен, -ена); сов., кого (что) о чем. Сообщить кому-н., довести что-н. до чьего-н. сведения. И. о приезде. II несов. извещать, -аю, -аешь. II сущ. извещение, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
18188,18252,-2.384185791015625e-07,ПЛИТНЯК,ПЛАХТА,"Кустарная украинская ткань, полосатая или клетчатая, а также четырехугольный отрез ее, носимый в качестве юбки. II прил. плахтовый, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
27242,29678,-1.1920928955078125e-07,ХОДЬБА,ТАРАЩИТЬСЯ,"О глазах: широко раскрываться от удивления, страха. 2. на кого-что. Смотреть, широко раскрыв глаза (неодобр.). Что ты на нее таращишься? п сов. вытаращиться, -щусь, -щишься. ",intfloat/multilingual-e5-large,cosine,False
23665,23347,-1.1920928955078125e-07,РЕВНИВЫЙ,РОГОВИДНЫЙ,"Сходный по виду с рогом или с роговым веществом. Роговидные сучья. II сущ. роговцд-ность, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
25148,21869,8.344650268554688e-07,ПРОЩАНИЕ,СКОНЧАТЬСЯ,"То же, что умереть (в 1 знач.). I И сущ. скончание, -я, ср. (устар.). ",intfloat/multilingual-e5-large,cosine,False
2487,2487,-3.5762786865234375e-07,ВЕТРИЛО,ВЕТРИЛО,"То же, что парус. Без руля и без ветрил (перен:: о чем-н. неуправляемом, подчиняющемся случайным обстоятельствам; книжн.). ",intfloat/multilingual-e5-large,cosine,True
27854,27854,-7.152557373046875e-07,ТРЕПЕТНЫЙ,ТРЕПЕТНЫЙ,"Дрожащий, колеблющийся. Трепетные тени. 2. Взволнованный, выражающий трепет (во 2 знач.). Трепетная улыбка. Трепетное ожидание. 3. Охваченный страхом, трепетом (в 3 знач.) (устар.). II сущ. трепетиость, -и, ж. (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,True
15293,16215,2.384185791015625e-07,ОСОБЬ,ОБСОСАТЬ,"Пососать кругом, со всех сторон. О. леденец. 2. перен. Смакуя, подробно рассказать о чем-н., изучить, рассмотреть (прост.). О. все до мелочей. * Обсоси гвоздок (прост, шутл.) - о чем-н. очень хорошем. Вещица получилась - обсоси гвоздок. II несов. обсасывать, -аю, -аешь. II сущ. обсасывание, -я, ср. ",intfloat/multilingual-e5-large,cosine,False
9515,9515,-9.5367431640625e-07,КЕДЫ,КЕДЫ,"Спортивные матерчатые ботинки на ребристой резиновой подошве. II прил. кедовый, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
768,768,5.960464477539062e-07,БАКЕНБАРДЫ,БАКЕНБАРДЫ,"Волосы, растущие от висков по щекам (обычно при выбритом подбородке). II прил. бакенбардный, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,True
13079,27833,8.344650268554688e-07,ТРЕНАЖ,НАВЫКНУТЬ,"Приобрести навык в чем-н. II несов. навыкать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,False
7950,8136,-4.76837158203125e-07,ЗОНТ,ЗЕЛЕНЬ,"Зеленый цвет, зеленая краска, нечто зеленое. Желтый в з. (с зеленоватым оттенком). Добавить зелени в белила. Бронза покрылась зеленью. 2. Растительность, растения. В зелени сада. Сочная з. луга. 3. собир. Овощи и травы, употр. в пищу. Столовая з. Продажа свежей зелени. II прил. зеленной, -ая, -ое (к 3 знач.). Зеленная лавка. ",intfloat/multilingual-e5-large,cosine,False
13678,13678,1.1920928955078125e-07,НАСМЕШНИЧАТЬ,НАСМЕШНИЧАТЬ,"То же, что насмехаться. ",intfloat/multilingual-e5-large,cosine,True
31021,31028,-1.1920928955078125e-07,ЭКСТРАКТ,ЭКСПРЕССИЯ,"Выражение чувств, переживаний, выразительность. Декламировать с большой экспрессией. И прил. экспрессионныв, -ая, oое. ",intfloat/multilingual-e5-large,cosine,False
3925,28383,5.364418029785156e-07,УДОСТОВЕРЕНИЕ,ВЫПОЛНИТЬ,"Осуществить, провести в жизнь (порученное, задуманное). В. работу. В. задание. 2. Создать, сделать. Хорошо выполненный чертеж. II несов. выполнять, -яю, -яешь. II сущ. выполнение, -я, ср. Доложить о выполнении задания. ",intfloat/multilingual-e5-large,cosine,False
30365,31027,-1.1920928955078125e-07,ЭКСТРАВАГАНТНЫЙ,ЧУДОТВОРНЫЙ,"В религиозных представлениях: оказывающий чудесное воздействие, вызывающий чудо. Ч. источник. Чудотворная икона Божией матери. 2. перен. Вызывающий нечто очень хорошее, достойное удивления (книжн.). Ч. климат, II сущ. чу-дотвбрность, чи, ж. (ко 2 знач.). ",intfloat/multilingual-e5-large,cosine,False
2989,9392,5.960464477539063e-08,КАСТОРОВЫЙ,ВОЕННЫЙ,"Относящийся к службе в армии, обслуживанию армии, военнослужащих. Военная промышленность. В. врач (военврач). Военная форма, шинель, фуражка. В. человек (военнослужащий). В. городок (жилой комплекс, в к-ром живут военнослужащие). 3. Такой, как у военнослужащих, у армейцев, свойственный им. Военная выправка. Военная косточка (о человеке с крепкой воинской закалкой). 4. военный, -ого, м. То же, что военнослужащий. * Военная наука - система знаний о законах войны, о подготовке к ней и о способах ее ведения. Военное дело - круг знаний, охватывающих вопросы военной теории и практики применительно к военному и мирному времени; такие знания как учебный предмет. Военное положение устанавливаемое властями при исключительных обстоятельствах положение в стране, городе, когда функции сохранения порядка и государственной безопасности передаются армии. ",intfloat/multilingual-e5-large,cosine,False
18461,30878,-2.384185791015625e-07,ЩЕГОЛЯТЬ,ПОГЛОТИТЬ,"Принять, вобрать в себя. Почва поглотила влагу. Море поглотило тонущий корабль (перен.). 2. (1 и 2 л. не употр.), перен., кого (что). Целиком увлечь чем-н. Новая идея поглотила ученого. Студент поглощен занятиями. 3. (1 и 2 л. не употр.), перен., что. Потребовать много времени, затрат, усилий, энергии. Работа поглотила все силы. 4. Съесть или выпить много (обычно ирон.). П. огромное количество пирожков. II несов. поглощать, -аю, -аешь. II сущ. поглощение, -я, ср. II прил. поглотительный, -ая, -ое (к 1 знач.; спец.). ",intfloat/multilingual-e5-large,cosine,False
13191,1740,0.0,БОРОНОВАТЬ,НАДОРВАТЬ,"Немного, не до конца разорвать. Н. конверт. 2. Повредить себе что-н. (внутренние органы), сделав чрезмерное усилие. Н. живот. Н. силы (сильно переутомиться). II несов. надрывать, -аю, -аешь. II сущ. надрыв, -а, м. (к 1 знач.). ",intfloat/multilingual-e5-large,cosine,False
20863,13367,1.430511474609375e-06,НАЛЕПЛЯТЬ,ПРИСПИЧИТЬ,"Очень захотеться, понадобиться. Приспичило ему ехать. ",intfloat/multilingual-e5-large,cosine,False
14104,14316,-2.384185791015625e-07,НЕОТКУДА,НЕДОУЗДОК,Уздечка без удил и с одним поводом. ,intfloat/multilingual-e5-large,cosine,False
15047,18231,0.0,ПЛЕСКАТЬ,ОБЛИЗАТЬ,"Провести языком по поверхности чего-н. О. губы. Пальчики оближешь (перен.: о чем-н. очень вкусном, приятном; разг.). 2. Очистить, проводя языком по поверхности чего-н. О. блюдце. II однокр. облизнуть, -ну, -нешь. II несов. облизывать, -аю, -аешь. Кошка облизывает котят (вылизывает). ",intfloat/multilingual-e5-large,cosine,False
8870,8870,-1.1920928955078125e-07,ИСПОЛУ,ИСПОЛУ,"Отдавая половину урожая собственнику обрабатываемой земли. Работать и. 2. На половинных началах, пополам с другим (устар.). Взять подряд и. II прил. испольный, -ая, -ое (к 1 знач.). Испольное хозяйство. ",intfloat/multilingual-e5-large,cosine,True
18813,20863,2.980232238769531e-07,ПРИСПИЧИТЬ,ПОДОСПЕТЬ,"Успеть появиться (вовремя, в нужный момент). Подоспело подкрепление. II несов. подоспевать, -аю, -аешь. ",intfloat/multilingual-e5-large,cosine,False
29057,29057,-5.960464477539062e-07,ФАМИЛИЯ,ФАМИЛИЯ,"Наследуемое семейное наименование, прибавляемое к личному имени.Ф.,имя и отчество. Лак вашаф.? Девичья ф. (до замужества). Ф. мужа (принимаемая женой при вступлении в брак). 2. То же, что род1 (во 2 знач.). Старинная ф. 3. То же, что семья (в 1 знач.)(устар.). Всей фамилией отправились в гости. II прш. фамильный, -ая, oое. Фамильное имя (то же, что фамилия в 1 знач.; спец.). Фамильная фотография. Фамильная черта (наследуемая). Фамильные драгоценности. ",intfloat/multilingual-e5-large,cosine,True
3825,8369,-4.76837158203125e-07,ИЗЛАЗИТЬ,ВЫЛАКАТЬ,"Лакая, съесть или выпить полностью. ",intfloat/multilingual-e5-large,cosine,False
23692,21879,-7.152557373046875e-07,ПРУЖИНИСТЫЙ,РОДОВИТЫЙ,"Принадлежа- \ щий к старинному роду (во 2 знач.). Р. боярин. II сущ. родовитость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
29578,7271,-1.1920928955078125e-07,ЗАЛП,ХЛАМ,"Негодные старые вещи, все бесполезное, ненужное. Ды-бросить из дома х. Голова забита всяким хламом (перен.: ничтожными мыслями, ненужными знаниями). II прил. хламный, -ая, -ое (устар.). ",intfloat/multilingual-e5-large,cosine,False
8044,25194,-3.5762786865234375e-07,СКОТОВОДСТВО,ЗЛОДЕЙСТВО,"То же, что злодеяние. Совершить э. II прил. злодейский, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
23959,22824,-3.5762786865234375e-07,РАНИМЫЙ,РЬЯНЫЙ,"Очень усердный. Рьяно (нареч.) взяться за дело. II сущ. рьяность, -и, ж.РЭ, нескл., м. (разг. шутл.) То же, что рубль (только о сумме денег). Купил за десять рэ. Покупка обойдется в пятьсот рэ. ",intfloat/multilingual-e5-large,cosine,False
28280,4227,0.0,ГАЗОУБЕЖИЩЕ,УГЛЕРОД,"Химический элемент, важнейшая составная часть всех органических веществ. II прил. углеродный, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
4363,4354,2.980232238769531e-07,ГЕНШТАБ,ГЕОПОЛИТИКА,"Политическая концепция, согласно к-рой внешняя политика государства определяется в основном географическими факторами, положением страны; внешняя политика, опирающаяся на такую концепцию. II прил. геополитический, -ая, -ое. ",intfloat/multilingual-e5-large,cosine,False
23226,16457,-7.152557373046875e-07,ОТКВИТАТЬ,РАСЧИСЛИТЬ,"Распределить согласно подсчету, вычислениям. II несое. расчислял"", oяю,-яешь. ",intfloat/multilingual-e5-large,cosine,False
16414,16670,1.1920928955078125e-07,ОТРИЦАНИЕ,ОТДОХНОВЕНИЕ,"То же, что отдых. Часы отдохновения. ",intfloat/multilingual-e5-large,cosine,False
4984,4984,5.960464477539063e-08,ГРОМОГЛАСНЫЙ,ГРОМОГЛАСНЫЙ,"О голосе, пении: очень громкий. Громогласное заявление (перен.: для всеобщего сведения; ирон.). II сущ. громогласность, -и, ж. ",intfloat/multilingual-e5-large,cosine,True
25774,14142,-3.5762786865234375e-07,НЕЗАВИСИМЫЙ,СОЕДИНИМЫЙ,"Такой, к-рый можно соединить, объединить. Соединимые понятия. II сущ. соединимость, -и, ж. ",intfloat/multilingual-e5-large,cosine,False
8149,14423,0.0,НЕРАВЕНСТВО,ЗРЕЛОСТЬ,Возраст между молодостью и старостью; период жизни в таком возрасте. ,intfloat/multilingual-e5-large,cosine,False
24239,15453,-1.1920928955078125e-07,ОВРАГ,САРКОФАГ,"Массивный гроб, гробница. ",intfloat/multilingual-e5-large,cosine,False
27242,1741,-5.960464477539062e-07,БОРОТЬСЯ,ТАРАЩИТЬСЯ,"О глазах: широко раскрываться от удивления, страха. 2. на кого-что. Смотреть, широко раскрыв глаза (неодобр.). Что ты на нее таращишься? п сов. вытаращиться, -щусь, -щишься. ",intfloat/multilingual-e5-large,cosine,False
